ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
65	KAINE	0	0	0	0	0	0	0	0	0	0	Here's what people should look at as they look at a public servant.
66	KAINE	0	0	0	0	0	0	0	0	0	0	Do they have a passion in their life that showed up before they were in public life?
67	KAINE	0	0	0	0	0	0	0	0	0	0	And have they held onto that passion throughout their life, regardless of whether they were in office or not, succeeding or failing?
68	KAINE	0	0	0	0	0	0	0	0	0	0	Hillary Clinton has that passion.
69	KAINE	0	0	0	0	0	0	0	0	0	0	From a time as a kid in a Methodist youth group in the suburbs of Chicago, she has been focused on serving others with a special focus on empowering families and kids.
70	KAINE	0	0	0	0	0	0	0	0	0	0	As a civil rights lawyer in the South, with the Children's Defense Fund, first lady of Arkansas and this country, senator, secretary of state, it's always been about putting others first.
71	KAINE	0	0	0	0	0	0	0	0	0	0	And that's a sharp contrast with Donald Trump.
72	KAINE	0	0	0	0	0	0	0	0	0	0	Donald Trump always puts himself first.
73	KAINE	0	0	0	0	0	0	0	0	0	0	"He built a business career, in the words of one of his own campaign staffers, ""off the backs of the little guy."""
74	KAINE	3	0	0	0	1	0	1	1	0	0	And as a candidate, he started his campaign with a speech where he called Mexicans rapists and criminals, and he has pursued the discredited and really outrageous lie that President Obama wasn't born in the United States.
75	KAINE	0	0	0	0	0	0	0	0	0	0	It is so painful to suggest that we go back to think about these days where an African-American could not be a citizen of the United States.
76	KAINE	0	0	0	0	0	0	0	0	0	0	"And I can't imagine how Governor Pence can defend the insult- driven selfish ""me first"" style of Donald Trump."
77	QUIJANO	0	0	0	0	0	0	0	0	0	0	"Governor Pence, let me ask you, you have said Donald Trump is, quote, ""thoughtful, compassionate, and steady."""
78	QUIJANO	0	0	0	0	0	0	0	0	0	0	Yet 67 percent of voters feel he is a risky choice, and 65 percent feel he does not have the right kind of temperament to be president.
79	QUIJANO	0	0	0	0	0	0	0	0	0	0	Why do so many Americans think Mr. Trump is simply too erratic?
80	PENCE	0	0	0	0	0	0	0	0	0	0	Well, let me -- let me say first and foremost that, Senator, you and Hillary Clinton would know a lot about an insult- driven campaign.
81	PENCE	0	0	0	0	0	0	0	0	0	0	It really is remarkable.
82	PENCE	2	1	0	0	0	1	0	0	0	0	At a time when literally, in the wake of Hillary Clinton's tenure as secretary of state, where she was the architect of the Obama administration's foreign policy, we see entire portions of the world, particularly the wider Middle East, literally spinning out of control.
83	PENCE	1	1	0	0	0	0	0	0	0	0	I mean, the situation we're watching hour by hour in Syria today is the result of the failed foreign policy and the weak foreign policy that Hillary Clinton helped lead in this administration and create.
84	PENCE	1	1	0	0	0	0	0	0	0	0	The newly emboldened -- the aggression of Russia, whether it was in Ukraine or now they're heavy-handed approach...
85	KAINE	1	0	0	1	0	0	0	0	0	0	You guys love Russia.
86	KAINE	0	0	0	0	0	0	0	0	0	0	You both have said...
87	PENCE	0	0	0	0	0	0	0	0	0	0	their heavy-handed approach.
88	KAINE	1	0	0	1	0	0	0	0	0	0	You both have said -- you both have said Vladimir Putin is a better leader than the president.
89	PENCE	0	0	0	0	0	0	0	0	0	0	Well...
90	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
91	QUIJANO	0	0	0	0	0	0	0	0	0	0	Well, we're going to get to Russia in just a moment.
92	QUIJANO	0	0	0	0	0	0	0	0	0	0	But I do want to get back to the question at...
93	PENCE	0	0	0	0	0	0	0	0	0	0	But in the midst -- Elaine, thank you.
94	PENCE	0	0	0	0	0	0	0	0	0	0	Thank you.
95	PENCE	0	0	0	0	0	0	0	0	0	0	Thank you, Senator, I'll...
96	KAINE	2	0	0	1	0	0	1	0	0	0	These guys have praised Vladimir Putin as a great leader.
97	KAINE	0	0	0	0	0	0	0	0	0	0	How can that...
98	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
99	QUIJANO	0	0	0	0	0	0	0	0	0	0	Yes, and we will get to that, Senator.
100	QUIJANO	0	0	0	0	0	0	0	0	0	0	We do have that coming up here.
101	QUIJANO	0	0	0	0	0	0	0	0	0	0	But in the meantime, the questions...
102	PENCE	0	0	0	0	0	0	0	0	0	0	Well, Senator, I must have hit a...
103	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
104	PENCE	0	0	0	0	0	0	0	0	0	0	I must have hit a nerve here.
105	QUIJANO	0	0	0	0	0	0	0	0	0	0	Why the disconnect?
106	PENCE	0	0	0	0	0	0	0	0	0	0	Because at a time of great challenge in the life of this nation, where we've weakened America's place in the world, stifled America's economy, the campaign of Hillary Clinton and Tim Kaine has been an avalanche of insults.
107	PENCE	0	0	0	0	0	0	0	0	0	0	Look, to get to your question about trustworthiness, Donald Trump has built a business through hard times and through good times.
108	PENCE	1	0	0	0	0	1	0	0	0	0	He's brought an extraordinary business acumen.
109	PENCE	0	0	0	0	0	0	0	0	0	0	He's employed tens of thousands of people in this country.
110	KAINE	1	0	0	0	0	0	0	0	1	0	And paid few taxes and lost a billion a year.
111	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
112	QUIJANO	0	0	0	0	0	0	0	0	0	0	And why the disconnect with your running mate?
113	PENCE	0	0	0	0	0	0	0	0	0	0	But there's a -- there's a reason why people question the trustworthiness of Hillary Clinton.
114	PENCE	0	0	0	0	0	0	0	0	0	0	And that's because they're paying attention.
115	PENCE	1	0	1	0	0	0	0	0	0	0	I mean, the reality is, when she was secretary of state, Senator, come on.
116	PENCE	2	0	1	0	0	0	1	0	0	0	She had a Clinton Foundation accepting contributions from foreign governments.
117	KAINE	0	0	0	0	0	0	0	0	0	0	You are Donald Trump's apprentice.
118	KAINE	0	0	0	0	0	0	0	0	0	0	Let me talk about this...
119	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
120	PENCE	0	0	0	0	0	0	0	0	0	0	Senator, I think I'm still on my time.
121	KAINE	0	0	0	0	0	0	0	0	0	0	Well, I think -- isn't this a discussion?
122	QUIJANO	0	0	0	0	0	0	0	0	0	0	This is our open discussion.
123	KAINE	0	0	0	0	0	0	0	0	0	0	Yeah, let's talk about the state of...
124	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
125	PENCE	0	0	0	0	0	0	0	0	0	0	Well, let me interrupt -- let me interrupt you and finish my sentence, if I can.
126	KAINE	0	0	0	0	0	0	0	0	0	0	Finish your sentence.
127	PENCE	3	0	0	1	0	0	1	1	0	0	The Clinton Foundation accepted foreign contributions from foreign governments and foreign donors while she was secretary of state.
128	KAINE	0	0	0	0	0	0	0	0	0	0	OK, now I can weigh in.
129	KAINE	0	0	0	0	0	0	0	0	0	0	Now...
130	PENCE	0	0	0	0	0	0	0	0	0	0	She had a private server...
131	KAINE	0	0	0	0	0	0	0	0	0	0	Now, I get to weigh in.
132	KAINE	0	0	0	0	0	0	0	0	0	0	Now, let me just say this...
133	PENCE	0	0	0	0	0	0	0	0	0	0	that was discovered...
134	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
135	QUIJANO	0	0	0	0	0	0	0	0	0	0	Senator, you have an opportunity to respond.
136	PENCE	1	0	0	0	0	0	0	1	0	0	keep that pay to play process out of the reach of the public.
137	KAINE	0	0	0	0	0	0	0	0	0	0	Governor Pence -- Governor Pence doesn't think the world's going so well and he, you know, is going to say it's everybody's fault.
138	PENCE	0	0	0	0	0	0	0	0	0	0	Do you?
139	KAINE	0	0	0	0	0	0	0	0	0	0	Let me tell you this.
140	KAINE	0	0	0	0	0	0	0	0	0	0	When Hillary Clinton became secretary of state, Governor Pence, did you know that Osama bin Laden was alive?
141	PENCE	0	0	0	0	0	0	0	0	0	0	Yes.
142	KAINE	0	0	0	0	0	0	0	0	0	0	Do you know that we had 175,000 troops deployed in the battlefield in Iraq and Afghanistan?
143	KAINE	0	0	0	0	0	0	0	0	0	0	Do you know that Iran was racing toward a nuclear weapon and Russia was expanding its stockpile?
144	KAINE	0	0	0	0	0	0	0	0	0	0	Under Secretary Clinton's leadership, she was part of the national team, public safety team that went after and revived the dormant hunt against bin Laden and wiped him off the face of the Earth.
145	KAINE	1	0	0	0	0	0	0	0	0	1	She worked to deal with the Russians to reduce their chemical weapons stockpile.
146	KAINE	6	0	1	0	0	1	1	1	1	1	She worked a tough negotiation with nations around the world to eliminate the Iranian nuclear weapons program without firing a shot.
147	PENCE	3	0	1	0	0	0	0	1	1	0	Eliminate the Iranian nuclear weapons program?
148	KAINE	3	0	1	0	0	0	0	1	1	0	Absolutely, without firing a shot.
149	KAINE	1	0	1	0	0	0	0	0	0	0	And instead of 175,000 American troops deployed overseas, we now have 15,000.
150	PENCE	0	0	0	0	0	0	0	0	0	0	Right and...
151	KAINE	0	0	0	0	0	0	0	0	0	0	These are very, very good things.
152	PENCE	4	0	1	1	0	0	1	0	1	0	And Iraq has been overrun by ISIS, because Hillary Clinton failed to renegotiate...
153	KAINE	0	0	0	0	0	0	0	0	0	0	Well, if you want to put more American troops in Iraq, you can propose that.
154	PENCE	3	0	1	1	0	0	0	0	1	0	Hillary Clinton -- Hillary Clinton -- Hillary Clinton failed to renegotiate a status of forces agreement...
155	KAINE	0	0	0	0	0	0	0	0	0	0	No, that is incorrect.
156	KAINE	0	0	0	0	0	0	0	0	0	0	That's incorrect.
157	PENCE	2	0	1	1	0	0	0	0	0	0	And so we removed -- we removed all of our...
158	QUIJANO	0	0	0	0	0	0	0	0	0	0	Gentlemen, we'll get to...
159	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
160	PENCE	2	0	1	1	0	0	0	0	0	0	troops from Iraq, and ISIS was able to be conjured up in that vacuum.
161	KAINE	0	0	0	0	0	0	0	0	0	0	But I'd like to correct...
162	PENCE	2	0	1	1	0	0	0	0	0	0	and overrun vast areas of Iraq.
163	KAINE	2	0	0	0	0	1	0	0	0	1	Governor, President Bush said we would leave Iraq at the end of 2011.
164	KAINE	2	0	0	0	0	1	0	0	0	1	And, Elaine, Iraq didn't want our troops to stay, and they wouldn't give us the protection for our troops.
165	KAINE	2	0	0	0	0	1	0	0	0	1	And guess what?
166	KAINE	2	0	0	0	0	1	0	0	0	1	If a nation where our troops are serving does not want us to stay, we're not going to stay without their protection.
167	PENCE	3	0	0	0	0	0	0	1	1	1	It was a failure of the secretary of state...
168	QUIJANO	0	0	0	0	0	0	0	0	0	0	We need to move on to the next topic, gentlemen.
169	KAINE	0	0	0	0	0	0	0	0	0	0	If Governor Pence wants to put more troops back in Iraq, that's...
170	QUIJANO	0	0	0	0	0	0	0	0	0	0	There are a lot of people wondering in this country about the economy.
171	QUIJANO	0	0	0	0	0	0	0	0	0	0	Let's turn to the issue of the economy.
172	KAINE	0	0	0	0	0	0	0	0	0	0	OK.
173	QUIJANO	0	0	0	0	0	0	0	0	0	0	According to the nonpartisan Committee for a Responsible Federal Budget, neither of your economic plans will reduce the growing $19 trillion gross national debt.
174	QUIJANO	0	0	0	0	0	0	0	0	0	0	In fact, your plans would add even more to it.
175	QUIJANO	0	0	0	0	0	0	0	0	0	0	Both of you were governors who balanced state budgets.
176	QUIJANO	0	0	0	0	0	0	0	0	0	0	Are you concerned that adding more to the debt could be disastrous for the country.
177	QUIJANO	0	0	0	0	0	0	0	0	0	0	Governor Pence?
178	PENCE	3	1	0	0	0	0	1	0	1	0	I think the fact that -- that under this past administration was of which Hillary Clinton was a part, we've almost doubled the national debt is atrocious.
179	PENCE	0	0	0	0	0	0	0	0	0	0	I mean, I'm very proud of the fact that -- I come from a state that works.
180	PENCE	2	1	0	0	0	0	0	0	0	1	The state of Indiana has balanced budgets.
181	PENCE	1	0	0	0	0	0	0	0	0	1	We cut taxes, we've made record investments in education and in infrastructure, and I still finish my term with $2 billion in the bank.
182	PENCE	0	0	0	0	0	0	0	0	0	0	That's a little bit different than when Senator Kaine was governor here in Virginia.
183	PENCE	1	0	0	0	0	0	1	0	0	0	He actually -- he actually tried to raise taxes by about $4 billion.
184	PENCE	0	0	0	0	0	0	0	0	0	0	He left his state about $2 billion in the hole.
185	PENCE	2	0	0	0	0	1	0	0	0	1	In the state of Indiana, we've cut unemployment in half; unemployment doubled when he was governor.
186	PENCE	1	1	0	0	0	0	0	0	0	0	But I think he's a very fitting running mate for Hillary Clinton, because in the wake of a season where American families are struggling in this economy under the weight of higher taxes and Obamacare and the war on coal and the stifling avalanche of regulation coming out of this administration, Hillary Clinton and Tim Kaine want more of the same.
187	PENCE	0	0	0	0	0	0	0	0	0	0	It really is remarkable that they actually are advocating a trillion dollars in tax increases, which I get that.
188	PENCE	0	0	0	0	0	0	0	0	0	0	You tried to raise taxes here in Virginia and were unsuccessful.
189	PENCE	3	1	0	0	0	1	0	0	1	0	But a trillion dollars in tax increases, more regulation, more of the same war on coal, and more of Obamacare that now even former President Bill Clinton calls Obamacare a crazy plan.
190	PENCE	2	1	0	0	0	0	1	0	0	0	But Hillary Clinton and Tim Kaine want to build on Obamacare.
191	PENCE	3	1	0	0	1	0	1	0	0	0	They want to expand it into a single-payer program.
192	PENCE	1	1	0	0	0	0	0	0	0	0	And for all the world, Hillary Clinton just thinks Obamacare is a good start.
193	PENCE	2	0	0	0	0	1	0	0	1	0	Look, Donald Trump and I have a plan to get this economy moving again just the way that it worked in the 1980s, just the way it worked in the 1960s, and that is by lowering taxes across the board for working families, small businesses and family farms, ending the war on coal that is hurting jobs and hurting this economy even here in Virginia, repealing Obamacare lock, stock, and barrel, and repealing all of the executive orders that Barack Obama has signed that are stifling economic growth in this economy.
194	PENCE	0	0	0	0	0	0	0	0	0	0	We can get America moving again.
195	PENCE	0	0	0	0	0	0	0	0	0	0	Put on top of that the kind of trade deals that'll put the American worker first, and you've got a prescription for real growth.
196	PENCE	0	0	0	0	0	0	0	0	0	0	And when you get the economy growing, Elaine, that's when you can deal with the national debt.
197	PENCE	0	0	0	0	0	0	0	0	0	0	When we get back to 3.5 percent to 4 percent growth with Donald Trump's plan will do, then we're going to have the resources to meet our nation's needs at home and abroad, and we're going to have the ability to bring down the national debt.
198	QUIJANO	0	0	0	0	0	0	0	0	0	0	Senator Kaine?
199	KAINE	0	0	0	0	0	0	0	0	0	0	Elaine, on the economy, there's a fundamental choice for the American electorate.
200	KAINE	0	0	0	0	0	0	0	0	0	0	"Do you want a ""you're hired"" president in Hillary Clinton or do you want a ""you're fired"" president in Donald Trump?"
201	KAINE	0	0	0	0	0	0	0	0	0	0	I think that's not such a hard choice.
202	KAINE	0	0	0	0	0	0	0	0	0	0	"Hillary and I have a plan that's on the table that's a ""you're hired"" plan."
203	KAINE	0	0	0	0	0	0	0	0	0	0	Five components.
204	KAINE	0	0	0	0	0	0	0	0	0	0	First thing we do is we invest in manufacturing, infrastructure, and research in the clean energy jobs of tomorrow.
205	KAINE	0	0	0	0	0	0	0	0	0	0	Second thing is we invest in our workforce, from pre-K education to great teachers to debt-free college and tuition-free college for families that make less than $125,000 a year.
206	KAINE	0	0	0	0	0	0	0	0	0	0	Third, we promote fairness by raising the minimum wage, so you can't work full-time and be under the poverty level, and by paying women equal pay for equal work.
207	KAINE	0	0	0	0	0	0	0	0	0	0	Fourth, we promote small business growth, just as we've done in Virginia, to make it easier to start and grow small businesses.
208	KAINE	0	0	0	0	0	0	0	0	0	0	Hillary and I each grew up in small-business families.
209	KAINE	0	0	0	0	0	0	0	0	0	0	My dad, who ran an iron working and welding shop, is here tonight.
210	KAINE	0	0	0	0	0	0	0	0	0	0	And, fifth, we have a tax plan that targets tax relief to middle- class individuals and small businesses and asks those at the very top who've benefited as we've come out of recession to pay more.
211	KAINE	1	0	1	0	0	0	0	0	0	0	The Trump plan is a different plan.
212	KAINE	1	0	1	0	0	0	0	0	0	0	"It's a ""you're fired"" plan."
213	KAINE	1	0	1	0	0	0	0	0	0	0	And there's two key elements to it.
214	KAINE	4	0	1	0	0	1	1	0	0	1	First, Donald Trump said wages are too high.
215	KAINE	3	0	1	1	0	0	1	0	0	0	And both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.
216	KAINE	1	0	1	0	0	0	0	0	0	0	Mike Pence, when he was in Congress, voted against raising the minimum wage above $5.15.
217	KAINE	1	0	1	0	0	0	0	0	0	0	And he has been a one-man bulwark against minimum wage increases in Indiana.
218	KAINE	1	0	0	0	0	1	0	0	0	0	The second component of the plan is massive tax breaks for the very top, trillions of dollars of tax breaks for people just like Donald Trump.
219	KAINE	2	0	0	0	0	0	0	1	1	0	The problem with this, Elaine, is that's exactly what we did 10 years ago and it put the economy into the deepest recession -- the deepest recession since the 1930s.
220	KAINE	2	0	0	0	0	1	0	0	0	1	Independent analysts say the Clinton plan would grow the economy by 10.5 million jobs.
221	KAINE	1	0	0	0	0	0	0	0	0	1	The Trump plan would cost 3.5 million jobs.
222	KAINE	0	0	0	0	0	0	0	0	0	0	And Donald Trump -- why would he do this?
223	KAINE	0	0	0	0	0	0	0	0	0	0	Because his tax plan basically helps him.
224	KAINE	0	0	0	0	0	0	0	0	0	0	And if he ever met his promise and he gave his tax returns to the American public like he said he would, we would see just how much his economic plan is really a Trump-first plan.
225	QUIJANO	1	0	0	0	0	0	1	0	0	0	On that point, Governor Pence, recently the New York Times released part of Mr. Trump's 1995 tax return and reported that he could have avoided paying federal income taxes for years.
226	QUIJANO	0	0	0	0	0	0	0	0	0	0	Yesterday, Mr. Trump said he brilliantly used the laws to pay as little tax as legally possible.
227	QUIJANO	0	0	0	0	0	0	0	0	0	0	Does that seem fair to you?
228	PENCE	0	0	0	0	0	0	0	0	0	0	"Well, first, let me say, I appreciated the ""you're hired,"" ""you're fired"" thing, Senator."
229	PENCE	0	0	0	0	0	0	0	0	0	0	You use that a whole lot.
230	PENCE	0	0	0	0	0	0	0	0	0	0	And I think your running mate used a lot of pre-done lines.
231	PENCE	0	0	0	0	0	0	0	0	0	0	Look, what -- what you all just heard out there is more taxes, $2 trillion in more spending, more deficits, more debt, more government.
232	PENCE	0	0	0	0	0	0	0	0	0	0	And if you think that's all working, then you look at the other side of the table.
233	PENCE	1	0	0	0	0	0	0	0	0	1	I mean, the truth of the matter is, the policies of this administration, which Hillary Clinton and Senator Kaine want to continue, have run this economy into a ditch.
234	PENCE	1	0	0	1	0	0	0	0	0	0	We're in the...
235	KAINE	3	0	0	0	0	0	1	1	0	1	Fifteen million new jobs?
236	PENCE	1	0	0	1	0	0	0	0	0	0	slowest economic recovery since the Great Depression.
237	KAINE	3	0	0	0	0	0	1	1	0	1	Fifteen million new jobs?
238	QUIJANO	0	0	0	0	0	0	0	0	0	0	Governor...
239	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
240	PENCE	2	0	0	1	0	0	0	0	1	0	There are millions more people living in poverty today than the day that Barack Obama with Hillary Clinton at his side...
241	KAINE	1	0	0	0	0	1	0	0	0	0	And the poverty level and the median income...
242	PENCE	1	0	0	0	0	1	0	0	0	0	stepped into the Oval Office.
243	KAINE	1	0	0	0	0	1	0	0	0	0	improved dramatically between 2014 and 2015.
244	PENCE	0	0	0	0	0	0	0	0	0	0	You -- honestly, Senator, you can roll out the numbers and the sunny side, but I got to tell you, people in Scranton know different.
245	PENCE	0	0	0	0	0	0	0	0	0	0	People in Fort Wayne, Indiana, know different.
246	PENCE	0	0	0	0	0	0	0	0	0	0	I mean, this economy is struggling.
247	PENCE	0	0	0	0	0	0	0	0	0	0	The answer to this economy is not more taxes.
248	KAINE	0	0	0	0	0	0	0	0	0	0	But it's not the giveaway tax relief to the folks at the top.
249	PENCE	0	0	0	0	0	0	0	0	0	0	It's not more spending...
250	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
251	KAINE	0	0	0	0	0	0	0	0	0	0	I am interested to hear whether he'll defend his running mate's not releasing taxes and not paying taxes.
252	PENCE	0	0	0	0	0	0	0	0	0	0	Absolutely I will.
