ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
49	TRUMP	0	0	0	0	0	0	0	0	0	0	The oath of office I take today is an oath of allegiance to all Americans.
50	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
51	TRUMP	7	1	1	0	1	1	1	1	1	0	For many decades, we've enriched foreign industry at the expense of American industry; subsidized the armies of other countries, while allowing for the very sad depletion of our military.
52	TRUMP	5	0	1	0	0	1	1	1	0	1	We've defended other nations' borders while refusing to defend our own.
53	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
54	TRUMP	5	1	0	0	1	1	1	1	0	0	And spent trillions and trillions of dollars overseas while America's infrastructure has fallen into disrepair and decay.
55	TRUMP	3	1	0	0	1	0	1	0	0	0	We've made other countries rich, while the wealth, strength and confidence of our country has dissipated over the horizon.
56	TRUMP	4	1	0	0	1	1	0	0	1	0	One by one, the factories shuttered and left our shores, with not even a thought about the millions and millions of American workers that were left behind.
57	TRUMP	4	1	0	0	1	1	0	0	1	0	The wealth of our middle class has been ripped from their homes and then redistributed all across the world.
58	TRUMP	0	0	0	0	0	0	0	0	0	0	But that is the past.
59	TRUMP	0	0	0	0	0	0	0	0	0	0	And now, we are looking only to the future.
60	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
61	TRUMP	0	0	0	0	0	0	0	0	0	0	We assembled here today are issuing a new decree to be heard in every city, in every foreign capital, and in every hall of power.
62	TRUMP	0	0	0	0	0	0	0	0	0	0	From this day forward, a new vision will govern our land.
63	TRUMP	0	0	0	0	0	0	0	0	0	0	From this day forward, it's going to be only America first, America first.
64	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
65	TRUMP	0	0	0	0	0	0	0	0	0	0	Every decision on trade, on taxes, on immigration, on foreign affairs will be made to benefit American workers and American families.
66	TRUMP	3	1	0	0	1	0	0	0	0	1	We must protect our borders from the ravages of other countries making our products, stealing our companies and destroying our jobs.
67	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
68	TRUMP	0	0	0	0	0	0	0	0	0	0	Protection will lead to great prosperity and strength.
69	TRUMP	0	0	0	0	0	0	0	0	0	0	I will fight for you with every breath in my body and I will never ever let you down.
70	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
71	TRUMP	0	0	0	0	0	0	0	0	0	0	America will start winning again, winning like never before.
72	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
73	TRUMP	0	0	0	0	0	0	0	0	0	0	We will bring back our jobs.
74	TRUMP	0	0	0	0	0	0	0	0	0	0	We will bring back our borders.
75	TRUMP	0	0	0	0	0	0	0	0	0	0	We will bring back our wealth.
76	TRUMP	0	0	0	0	0	0	0	0	0	0	And we will bring back our dreams.
77	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
78	TRUMP	0	0	0	0	0	0	0	0	0	0	We will build new roads and highways and bridges and airports and tunnels and railways all across our wonderful nation.
79	TRUMP	2	1	0	0	1	0	0	0	0	0	We will get our people off of welfare and back to work, rebuilding our country with American hands and American labor.
80	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
81	TRUMP	2	0	0	0	0	0	1	1	0	0	We will follow two simple rules; buy American and hire American.
82	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
83	TRUMP	0	0	0	0	0	0	0	0	0	0	We will seek friendship and goodwill with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first.
84	TRUMP	0	0	0	0	0	0	0	0	0	0	We do not seek to impose our way of life on anyone, but rather to let it shine as an example.
85	TRUMP	0	0	0	0	0	0	0	0	0	0	We will shine for everyone to follow.
86	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
87	TRUMP	0	0	0	0	0	0	0	0	0	0	We will reinforce old alliances and form new ones and unite the civilized world against radical Islamic terrorism, which we will eradicate from the face of the Earth.
88	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
89	TRUMP	0	0	0	0	0	0	0	0	0	0	At the bedrock of our politics will be a total allegiance to the United States of America, and through our loyalty to our country, we will rediscover our loyalty to each other.
90	TRUMP	0	0	0	0	0	0	0	0	0	0	When you open your heart to patriotism, there is no room for prejudice.
91	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
92	TRUMP	0	0	0	0	0	0	0	0	0	0	The Bible tells us how good and pleasant it is when God's people live together in unity.
93	TRUMP	0	0	0	0	0	0	0	0	0	0	We must speak our minds openly, debate our disagreements honestly, but always pursue solidarity.
94	TRUMP	0	0	0	0	0	0	0	0	0	0	When America is united, America is totally unstoppable.
95	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
96	TRUMP	0	0	0	0	0	0	0	0	0	0	There should be no fear.
97	TRUMP	0	0	0	0	0	0	0	0	0	0	We are protected and we will always be protected.
98	TRUMP	0	0	0	0	0	0	0	0	0	0	We will be protected by the great men and women of our military and law enforcement.
99	TRUMP	0	0	0	0	0	0	0	0	0	0	And most importantly, we will be protected by God.
100	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
101	TRUMP	0	0	0	0	0	0	0	0	0	0	Finally, we must think big and dream even bigger.
102	TRUMP	0	0	0	0	0	0	0	0	0	0	In America, we understand that a nation is only living as long as it is striving.
103	TRUMP	0	0	0	0	0	0	0	0	0	0	We will no longer accept politicians who are all talk and no action, constantly complaining, but never doing anything about it.
104	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
105	TRUMP	0	0	0	0	0	0	0	0	0	0	The time for empty talk is over.
106	TRUMP	0	0	0	0	0	0	0	0	0	0	Now arrives the hour of action.
107	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
108	TRUMP	0	0	0	0	0	0	0	0	0	0	Do not allow anyone to tell you that it cannot be done.
109	TRUMP	0	0	0	0	0	0	0	0	0	0	No challenge can match the heart and fight and spirit of America.
110	TRUMP	0	0	0	0	0	0	0	0	0	0	We will not fail.
111	TRUMP	0	0	0	0	0	0	0	0	0	0	Our country will thrive and prosper again.
112	TRUMP	0	0	0	0	0	0	0	0	0	0	We stand at the birth of a new millennium, ready to unlock the mysteries of space, to free the earth from the miseries of disease, and to harness the energies, industries and technologies of tomorrow.
113	TRUMP	0	0	0	0	0	0	0	0	0	0	A new national pride will stir ourselves, lift our sights and heal our divisions.
114	TRUMP	0	0	0	0	0	0	0	0	0	0	It's time to remember that old wisdom our soldiers will never forget, that whether we are black or brown or white, we all bleed the same red blood of patriots.
115	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
116	TRUMP	0	0	0	0	0	0	0	0	0	0	We all enjoy the same glorious freedoms and we all salute the same great American flag.
117	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
118	TRUMP	0	0	0	0	0	0	0	0	0	0	And whether a child is born in the urban sprawl of Detroit or the wind-swept plains of Nebraska, they look up at the same night sky, they fill their heart with the same dreams, and they are infused with the breath of life by the same almighty creator.
119	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
120	TRUMP	0	0	0	0	0	0	0	0	0	0	So to all Americans in every city near and far, small and large, from mountain to mountain, from ocean to ocean, hear these words: You will never be ignored again.
121	TRUMP	0	0	0	0	0	0	0	0	0	0	(APPLAUSE) Your voice, your hopes, and your dreams will define our American destiny.
122	TRUMP	0	0	0	0	0	0	0	0	0	0	And your courage and goodness and love will forever guide us along the way.
123	TRUMP	0	0	0	0	0	0	0	0	0	0	Together, we will make America strong again.
124	TRUMP	0	0	0	0	0	0	0	0	0	0	We will make America wealthy again.
125	TRUMP	0	0	0	0	0	0	0	0	0	0	We will make America proud again.
126	TRUMP	0	0	0	0	0	0	0	0	0	0	We will make America safe again.
127	TRUMP	0	0	0	0	0	0	0	0	0	0	And yes, together we will make America great again.
128	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
129	TRUMP	0	0	0	0	0	0	0	0	0	0	Thank you.
130	TRUMP	0	0	0	0	0	0	0	0	0	0	God bless you.
131	TRUMP	0	0	0	0	0	0	0	0	0	0	And God bless America.
132	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
133	TRUMP	0	0	0	0	0	0	0	0	0	0	Thank you.
134	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
135	TRUMP	0	0	0	0	0	0	0	0	0	0	God bless America.
136	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
