ID	Speaker	ALL	CT	ABC	CNN	WP	NPR	PF	TG	NYT	FC	Text
35	CLINTON	0	0	0	0	0	0	0	0	0	0	We worked hard to rebuild New York.
36	CLINTON	0	0	0	0	0	0	0	0	0	0	I was particularly concerned about our first responders and others who'd been affected in their health by what they had experienced.
37	CLINTON	0	0	0	0	0	0	0	0	0	0	We worked hard to bring jobs from Buffalo to Albany and all parts of New York to give more hard-working people a chance to really make the most out of their own talents.
38	CLINTON	0	0	0	0	0	0	0	0	0	0	And we worked hard to really keep New York values at the center of who we are and what we do together.
39	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
40	CLINTON	0	0	0	0	0	0	0	0	0	0	And that is -- that is exactly what I want to do as your president.
41	CLINTON	0	0	0	0	0	0	0	0	0	0	We will celebrate our diversity.
42	CLINTON	0	0	0	0	0	0	0	0	0	0	We will work together, bringing us back to being united, setting some big, bold, progressive goals for America.
43	CLINTON	0	0	0	0	0	0	0	0	0	0	That's what I'm offering in this campaign, to build on the work, to build on the value that we share here in New York, to take those to Washington, and to knock down those barriers that in any way hold back not only individual Americans, bur our country from reaching our full potential.
44	CLINTON	0	0	0	0	0	0	0	0	0	0	That is what my campaign is about.
45	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
46	BLITZER	0	0	0	0	0	0	0	0	0	0	Thank you, Secretary.
47	BLITZER	0	0	0	0	0	0	0	0	0	0	We are going to deal with many of the issues both of you just raised.
48	BLITZER	0	0	0	0	0	0	0	0	0	0	I want to begin with a question that goes right to the heart of which one of you should be the Democratic presidential nominee.
49	BLITZER	0	0	0	0	0	0	0	0	0	0	Senator Sanders, in the last week, you've raised questions about Secretary Clinton's qualifications to be president.
50	BLITZER	0	0	0	0	0	0	0	0	0	0	You said that something is clearly lacking in terms of her judgment and you accused her of having a credibility gap.
51	BLITZER	0	0	0	0	0	0	0	0	0	0	So let me ask you, do you believe that Secretary Clinton has the judgment to be president?
52	SEN. BERNIE SANDERS (D-VT), PRESIDENTIAL CANDIDATE	0	0	0	0	0	0	0	0	0	0	Well, I've known Secretary Clinton, how long, 25 years?
53	SEN. BERNIE SANDERS (D-VT), PRESIDENTIAL CANDIDATE	0	0	0	0	0	0	0	0	0	0	We worked together in the Senate.
54	SEN. BERNIE SANDERS (D-VT), PRESIDENTIAL CANDIDATE	0	0	0	0	0	0	0	0	0	0	And I said that in response to the kind of attacks we were getting from the Clinton, uh, campaign.
55	SEN. BERNIE SANDERS (D-VT), PRESIDENTIAL CANDIDATE	0	0	0	0	0	0	0	0	0	0	"Washington Post headline says ""Clinton Campaign says Sanders is Unqualified"" and that's what the surrogates were saying."
56	SEN. BERNIE SANDERS (D-VT), PRESIDENTIAL CANDIDATE	0	0	0	0	0	0	0	0	0	0	Does Secretary Clinton have the experience and the intelligence to be a president?
57	SEN. BERNIE SANDERS (D-VT), PRESIDENTIAL CANDIDATE	0	0	0	0	0	0	0	0	0	0	Of course she does.
58	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
59	SANDERS	0	0	0	0	0	0	0	0	0	0	But I do question...
60	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
61	SANDERS	0	0	0	0	0	0	0	0	0	0	-- but I do question her judgment.
62	SANDERS	0	0	0	0	0	0	0	0	0	0	I question a judgment which voted for the war in Iraq...
63	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
64	SANDERS	2	1	0	0	1	0	0	0	0	0	-- the worst foreign policy blunder in the history of this country, voted for virtually every disastrous trade agreement which cost us millions of decent-paying jobs.
65	SANDERS	0	0	0	0	0	0	0	0	0	0	And I question her judgment about running super PACs which are collecting tens of millions of dollars from special interests, including $15 million from Wall Street.
66	SANDERS	0	0	0	0	0	0	0	0	0	0	I don't believe that that is...
67	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
68	SANDERS	0	0	0	0	0	0	0	0	0	0	-- the kind of judgment we need to be the kind of president we need.
69	BLITZER	0	0	0	0	0	0	0	0	0	0	Secretary Clinton?
70	HILLARY CLINTON (D-NY), FORMER SECRETARY OF STATE, PRESIDENTIAL CANDIDATE	1	0	0	0	0	0	0	0	0	1	Well, it is true that now that the spotlight is pretty bright here in New York, some things have been said and Senator Sanders did call me unqualified.
71	HILLARY CLINTON (D-NY), FORMER SECRETARY OF STATE, PRESIDENTIAL CANDIDATE	0	0	0	0	0	0	0	0	0	0	I've been called a lot of things in my life.
72	HILLARY CLINTON (D-NY), FORMER SECRETARY OF STATE, PRESIDENTIAL CANDIDATE	1	0	0	0	0	0	0	0	0	1	That was a first.
73	SYSTEM	0	0	0	0	0	0	0	0	0	0	(LAUGHTER)
74	CLINTON	0	0	0	0	0	0	0	0	0	0	And then he did say that...
75	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
76	CLINTON	0	0	0	0	0	0	0	0	0	0	-- he had to question my judgment.
77	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, the people of New York voted for me twice to be their senator from New York and...
78	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
79	CLINTON	0	0	0	0	0	0	0	0	0	0	-- and...
80	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
81	CLINTON	0	0	0	0	0	0	0	0	0	0	-- and President Obama trusted my judgment enough to ask me to be secretary of State for the United States.
82	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
83	CLINTON	0	0	0	0	0	0	0	0	0	0	So, look, we have disagreements on policy.
84	CLINTON	0	0	0	0	0	0	0	0	0	0	There's no doubt about it.
85	CLINTON	0	0	0	0	0	0	0	0	0	0	"But if you go and read, which I hope all of you will before Tuesday, Senator Sanders' long interview with the ""New York Daily News,"" talk about judgment and talk about the kinds of problems he had answering questions about even his core issue, breaking up the banks."
86	CLINTON	0	0	0	0	0	0	0	0	0	0	When asked, he could not explain how...
87	SYSTEM	0	0	0	0	0	0	0	0	0	0	(LAUGHTER)
88	CLINTON	0	0	0	0	0	0	0	0	0	0	-- that would be done and...
89	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
90	CLINTON	0	0	0	0	0	0	0	0	0	0	-- when asked...
91	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
92	CLINTON	0	0	0	0	0	0	0	0	0	0	-- when asked about a number of foreign policy issues, he could not answer about Afghanistan, about Israel, about counterterrorism, except to say if he'd had some paper in front of him, maybe he could.
93	CLINTON	0	0	0	0	0	0	0	0	0	0	I think you need to have the judgment on day one to be both president and commander-in-chief.
94	BLITZER	0	0	0	0	0	0	0	0	0	0	Senator...
95	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
96	SANDERS	0	0	0	0	0	0	0	0	0	0	And let's talk about judgment.
97	UNIDENTIFIED MALE	0	0	0	0	0	0	0	0	0	0	Yes!
98	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
99	SANDERS	0	0	0	0	0	0	0	0	0	0	And let us talk about the worst foreign policy blunder in the modern history of this country...
100	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
101	SANDERS	1	0	0	1	0	0	0	0	0	0	I led the opposition to that war.
102	SANDERS	0	0	0	0	0	0	0	0	0	0	Secretary Clinton voted for that.
103	SANDERS	0	0	0	0	0	0	0	0	0	0	Well, let's talk about judgment.
104	SANDERS	1	0	0	0	0	0	0	0	0	1	Let's talk about super PACs and 501(c)(4)s, money which is completely undisclosed.
105	SANDERS	0	0	0	0	0	0	0	0	0	0	Where does the money come from?
106	SANDERS	0	0	0	0	0	0	0	0	0	0	Do we really feel confident about a candidate saying that she's going to bring change in America when she is so dependent on big money interests?
107	SANDERS	0	0	0	0	0	0	0	0	0	0	I don't think so.
108	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
109	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, let me...
110	SANDERS	0	0	0	0	0	0	0	0	0	0	We have...
111	CLINTON	0	0	0	0	0	0	0	0	0	0	-- let me just say...
112	SANDERS	0	0	0	0	0	0	0	0	0	0	-- (INAUDIBLE)...
113	CLINTON	0	0	0	0	0	0	0	0	0	0	-- let me -- let me say...
114	BLITZER	0	0	0	0	0	0	0	0	0	0	Madam Secretary, let him finish.
115	CLINTON	0	0	0	0	0	0	0	0	0	0	OK.
116	SANDERS	0	0	0	0	0	0	0	0	0	0	Thirdly, we have got to understand that in America, we should be thinking big, not small.
117	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
118	BLITZER	0	0	0	0	0	0	0	0	0	0	Thank you.
119	SANDERS	0	0	0	0	0	0	0	0	0	0	We need to join the rest of the industrialized world and guarantee health care to all people.
120	SANDERS	0	0	0	0	0	0	0	0	0	0	So I...
121	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
122	SANDERS	0	0	0	0	0	0	0	0	0	0	-- my (INAUDIBLE).
123	BLITZER	0	0	0	0	0	0	0	0	0	0	Thank you, Senator.
124	BLITZER	0	0	0	0	0	0	0	0	0	0	Secretary?
125	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, make -- make no mistake about it, this is not just an attack on me, it's an attack on President Obama.
126	CLINTON	0	0	0	0	0	0	0	0	0	0	President Obama...
127	SYSTEM	0	0	0	0	0	0	0	0	0	0	(BOOS)
128	CLINTON	0	0	0	0	0	0	0	0	0	0	You know, let me tell you why.
129	CLINTON	0	0	0	0	0	0	0	0	0	0	You may not like the answer, but I'll tell you why.
130	CLINTON	0	0	0	0	0	0	0	0	0	0	President Obama had a super PAC when he ran.
131	CLINTON	0	0	0	0	0	0	0	0	0	0	President Obama took tens of millions of dollars from contributors.
132	CLINTON	0	0	0	0	0	0	0	0	0	0	And President Obama was not at all influenced when he made the decision to pass and sign Dodd-Frank, the toughest regulations...
133	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
134	CLINTON	0	0	0	0	0	0	0	0	0	0	-- on Wall Street in many a year.
135	CLINTON	0	0	0	0	0	0	0	0	0	0	So this is -- this is a phony -- this is a phony attack that is designed to raise questions when there is no evidence or support, to undergird the continuation that he is putting forward in these attacks.
136	BLITZER	0	0	0	0	0	0	0	0	0	0	Thank, Secretary.
137	BLITZER	0	0	0	0	0	0	0	0	0	0	We're going to continue on this, but I want Dana Bash to continue with the questioning.
138	BASH	0	0	0	0	0	0	0	0	0	0	Secretary Clint, the government announced yesterday that five of the biggest banks on Wall Street have failed to develop plans to dismantle themselves in the event of another financial crisis.
139	BASH	0	0	0	0	0	0	0	0	0	0	This is the second time in two years those banks neglected to come up with credible plans.
140	BASH	0	0	0	0	0	0	0	0	0	0	So, as president, would you call on regulators to start the process of breaking up these banks?
141	BASH	0	0	0	0	0	0	0	0	0	0	Something that the law not only allows, but actually explicitly encourages?
142	CLINTON	0	0	0	0	0	0	0	0	0	0	Absolutely.
143	CLINTON	0	0	0	0	0	0	0	0	0	0	You know, this is what I've saying for the past year.
144	CLINTON	0	0	0	0	0	0	0	0	0	0	No bank is too big to fail, no executive too powerful to jail.
145	CLINTON	0	0	0	0	0	0	0	0	0	0	I have been talking about what we should be doing under Dodd- Frank.
146	CLINTON	0	0	0	0	0	0	0	0	0	0	I'm glad that Senator Sanders is now joining in talking about Dodd-Frank, because Dodd-Frank sets forth the approach that needs to be taken.
147	CLINTON	0	0	0	0	0	0	0	0	0	0	I believe, and I will appoint regulators who are tough enough and ready enough to break up any bank that fails the test under Dodd-Frank.
148	CLINTON	0	0	0	0	0	0	0	0	0	0	There are two sections there.
149	CLINTON	0	0	0	0	0	0	0	0	0	0	If they fail either one, that they're a systemic risk, a grave risk to our economy, or if they fail the other, that their living wills, which is what you're referring to, is inadequate.
150	CLINTON	0	0	0	0	0	0	0	0	0	0	Let's look at what is at stake here.
151	CLINTON	0	0	0	0	0	0	0	0	0	0	We can never let Wall Street wreck Main street again.
152	CLINTON	0	0	0	0	0	0	0	0	0	0	I spoke out against Wall Street when I was a Senator from New York.
153	CLINTON	0	0	0	0	0	0	0	0	0	0	I have been standing up and saying continuously we have the law.
154	CLINTON	0	0	0	0	0	0	0	0	0	0	We've got to execute under it.
155	CLINTON	0	0	0	0	0	0	0	0	0	0	So, you're right.
156	CLINTON	0	0	0	0	0	0	0	0	0	0	I will move immediately to break up any financial institution, but I go further because I want the law to extend to those that are part of the shadow banking industry.
157	CLINTON	0	0	0	0	0	0	0	0	0	0	The big insurance companies, the hedge funds, something that I have been arguing for now a long time...
158	BASH	0	0	0	0	0	0	0	0	0	0	... Thank you, Secretary.
159	BASH	0	0	0	0	0	0	0	0	0	0	Senator Sanders, you were recently asked what you would replace the big Wall Street banks with if you could break them up.
160	BASH	0	0	0	0	0	0	0	0	0	0	"You said, quote, ""That's their decision."""
161	BASH	0	0	0	0	0	0	0	0	0	0	Why would you trust the banks to restructure themselves?
162	SANDERS	0	0	0	0	0	0	0	0	0	0	First, Dana...
163	BASH	0	0	0	0	0	0	0	0	0	0	when you said the whole business model was fraudulent?
164	SANDERS	0	0	0	0	0	0	0	0	0	0	That's right.
165	SANDERS	0	0	0	0	0	0	0	0	0	0	So, let's start off with the basic premise.
166	SANDERS	1	0	0	0	1	0	0	0	0	0	A few days ago Goldman Sachs formally reached a settlement with the United States government for $5 billion dollars.
167	SANDERS	1	0	0	0	1	0	0	0	0	0	What Goldman Sachs acknowledged was, essentially, that they were selling fraudulent packages of subprime mortgage loans.
168	SANDERS	0	0	0	0	0	0	0	0	0	0	Goldman Sachs was not the only bank, other banks, of course, did the same.
169	SANDERS	1	0	0	1	0	0	0	0	0	0	Now, I don't need Dodd-Frank now to tell me that we have got to break up these banks, A, because they're based on fraudulent principles, and B, because when you have six financial institutions that have assets equivalent to 58% of the GFP of this country, they are just too big, too much concentration of wealth and power.
170	BASH	0	0	0	0	0	0	0	0	0	0	But, Senator...
171	SANDERS	0	0	0	0	0	0	0	0	0	0	The point is we have got to break them up so that they do not pose a systemic risk and so that we have a vibrant economy with a competitive financial system.
172	BASH	0	0	0	0	0	0	0	0	0	0	But Senator, you didn't answer the specific question which is not just about breaking up the banks, but why allow the banks to do it themselves?
173	SANDERS	0	0	0	0	0	0	0	0	0	0	Because I'm not sure that the government should say is you are too big to fail.
174	SANDERS	0	0	0	0	0	0	0	0	0	0	You've got to be a certain size.
175	SANDERS	0	0	0	0	0	0	0	0	0	0	And, then the banks themselves can figure out what they want to sell off.
176	SANDERS	0	0	0	0	0	0	0	0	0	0	I don't know that it's appropriate that the Department of Treasury to be making those decisions.
177	SANDERS	0	0	0	0	0	0	0	0	0	0	What we need is to make sure that they are safe.
178	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
179	CLINTON	0	0	0	0	0	0	0	0	0	0	Dana, you know -- I love being in Brooklyn.
180	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE) (CHEERING)
181	CLINTON	0	0	0	0	0	0	0	0	0	0	Dana, let me add here that there are two ways to at this under Dodd-Frank, which is after all the law we passed under President Obama, and I'm proud that Barney Frank, one of the authors, has endorsed me because what I have said continuously is, yes, sometimes the government may have to order certain actions.
182	CLINTON	0	0	0	0	0	0	0	0	0	0	Sometime the government can permit the institution themselves to take those actions.
183	CLINTON	0	0	0	0	0	0	0	0	0	0	That has to be the judgement of the regulators.
184	CLINTON	0	0	0	0	0	0	0	0	0	0	But, there's another element to this.
185	CLINTON	0	0	0	0	0	0	0	0	0	0	I believe strongly that executives of any of these organizations should be financially penalized if there is a settlement.
186	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
187	CLINTON	0	0	0	0	0	0	0	0	0	0	They should have to pay up through compensation or bonuses because we have to go after not just the big giant institution, we have got to go after the people who are making the decisions in the institutions.
188	BASH	0	0	0	0	0	0	0	0	0	0	Thank you, Madam Secretary.
189	CLINTON	0	0	0	0	0	0	0	0	0	0	And hold them accountable as well.
190	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
191	BASH	0	0	0	0	0	0	0	0	0	0	Senator Sanders, you have consistently criticized Secretary Clinton for accepting money from Wall Street.
192	BASH	0	0	0	0	0	0	0	0	0	0	Can you name one decision that she made as senator that shows that he favored banks because of the money she received?
193	SANDERS	0	0	0	0	0	0	0	0	0	0	Sure.
194	SANDERS	0	0	0	0	0	0	0	0	0	0	Sure.
195	SANDERS	0	0	0	0	0	0	0	0	0	0	The obvious decision is when the greed and recklessness and illegal behavior of wall street brought this country into the worst economic downturn since the Great Recession -- the Great Depression of the '30s, when millions of people lost their jobs, and their homes, and their life savings, the obvious response to that is that you've got a bunch of fraudulent operators and that they have got to be broken up.
196	SANDERS	0	0	0	0	0	0	0	0	0	0	That was my view way back, and I introduced legislation to do that.
197	SANDERS	1	0	0	1	0	0	0	0	0	0	Now, Secretary Clinton was busy giving speeches to Goldman Sachs for $225,000 a speech.
198	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
199	SANDERS	0	0	0	0	0	0	0	0	0	0	So the problem response -- the proper response in my view is we should break them up.
200	SANDERS	0	0	0	0	0	0	0	0	0	0	And that's what my legislation does.
201	CLINTON	0	0	0	0	0	0	0	0	0	0	Well, you can tell, Dana, he cannot come up with any example, because there is no example.
202	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
203	CLINTON	0	0	0	0	0	0	0	0	0	0	It is important -- it's always important.
204	CLINTON	0	0	0	0	0	0	0	0	0	0	It may be inconvenient, but it's always important to get the facts straight.
205	CLINTON	0	0	0	0	0	0	0	0	0	0	I stood up against the behaviors of the banks when I was a senator.
206	CLINTON	0	0	0	0	0	0	0	0	0	0	I called them out on their mortgage behavior.
207	CLINTON	0	0	0	0	0	0	0	0	0	0	I also was very willing to speak out against some of the special privileges they had under the tax code.
208	CLINTON	0	0	0	0	0	0	0	0	0	0	When I went to the secretary of state office, the president -- President Obama led the effort to pass the Dodd-Frank bill.
209	CLINTON	0	0	0	0	0	0	0	0	0	0	That is the law.
210	CLINTON	0	0	0	0	0	0	0	0	0	0	Now, this is our ninth debate.
211	CLINTON	0	0	0	0	0	0	0	0	0	0	In the prior eight debates, I have said, we have a law.
212	CLINTON	0	0	0	0	0	0	0	0	0	0	You don't just say, we're upset about this.
213	CLINTON	0	0	0	0	0	0	0	0	0	0	I'm upset about it.
214	CLINTON	0	0	0	0	0	0	0	0	0	0	You don't just say, go break them up.
215	CLINTON	0	0	0	0	0	0	0	0	0	0	You have a law, because we are a nation of laws.
216	BASH	0	0	0	0	0	0	0	0	0	0	Thank you, Madam Secretary.
217	CLINTON	0	0	0	0	0	0	0	0	0	0	So I support Dodd-Frank, but I have consistently said that's not enough.
218	CLINTON	0	0	0	0	0	0	0	0	0	0	We've got to include the shadow banking sector.
219	BASH	0	0	0	0	0	0	0	0	0	0	Thank you.
220	BASH	0	0	0	0	0	0	0	0	0	0	Senator Sanders.
221	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
222	SANDERS	0	0	0	0	0	0	0	0	0	0	Secretary Clinton called them out.
223	SANDERS	0	0	0	0	0	0	0	0	0	0	Oh my goodness, they must have been really crushed by this.
224	SANDERS	0	0	0	0	0	0	0	0	0	0	And was that before or after you received huge sums of money by giving speaking engagements?
225	SANDERS	0	0	0	0	0	0	0	0	0	0	So they must have been very, very upset by what you did.
226	SANDERS	0	0	0	0	0	0	0	0	0	0	Look, here is the difference and here is the clear difference.
227	SANDERS	0	0	0	0	0	0	0	0	0	0	These banks, in my view, have too much power.
228	SANDERS	0	0	0	0	0	0	0	0	0	0	They have shown themselves to be fraudulent organizations endangering the well-being of our economy.
229	SANDERS	0	0	0	0	0	0	0	0	0	0	If elected president, I will break them up.
230	SANDERS	0	0	0	0	0	0	0	0	0	0	We have got legislation to do that, end of discussion.
231	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
232	BASH	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, if I may, Senator Sanders keeping bringing up the speeches that you gave to Goldman Sachs.
233	BASH	0	0	0	0	0	0	0	0	0	0	So I'd like to ask you, so you've said that you don't want to release the transcripts, until everybody does it, but if there's nothing in those speeches that you think would change voters' minds, why not just release the transcripts and put this whole issue to bed?
234	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
235	CLINTON	0	0	0	0	0	0	0	0	0	0	You know, first of all -- first of all, there isn't an issue.
236	CLINTON	0	0	0	0	0	0	0	0	0	0	When I was in public service serving as the senator from New York, I did stand up to the banks.
237	CLINTON	0	0	0	0	0	0	0	0	0	0	I did make it clear that their behavior would not be excused.
238	CLINTON	2	1	0	0	1	0	0	0	0	0	I'm the only one on this stage who did not vote to deregulate swaps and derivatives, as Senator Sanders did, which led to a lot of the problems that we had with Lehman Brothers.
239	CLINTON	0	0	0	0	0	0	0	0	0	0	Now, if you're going to look at the problems that actually caused the Great Recession, you've got to look at the whole picture.
240	CLINTON	0	0	0	0	0	0	0	0	0	0	It was a giant insurance company, AIG.
241	CLINTON	0	0	0	0	0	0	0	0	0	0	It was an investment bank, Lehman Brothers.
242	CLINTON	0	0	0	0	0	0	0	0	0	0	It was mortgage companies like Countrywide.
243	CLINTON	0	0	0	0	0	0	0	0	0	0	I'm not saying that Senator Sanders did something untoward when he voted to deregulate swaps and derivatives...
244	BASH	0	0	0	0	0	0	0	0	0	0	Madam Secretary...
245	CLINTON	0	0	0	0	0	0	0	0	0	0	... but the fact is he did.
246	CLINTON	0	0	0	0	0	0	0	0	0	0	And that contributed to the collapse of Lehman Brothers and started the cascade...
247	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
248	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
249	BASH	0	0	0	0	0	0	0	0	0	0	Senator Sanders, one second, please.
250	BASH	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, the question was about the transcripts of the speeches to Goldman Sachs.
251	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
252	BASH	0	0	0	0	0	0	0	0	0	0	Why not release them?
253	CLINTON	0	0	0	0	0	0	0	0	0	0	I have said, look, there are certain -- there are certain expectations when you run for president.
254	CLINTON	0	0	0	0	0	0	0	0	0	0	This is a new one.
255	CLINTON	0	0	0	0	0	0	0	0	0	0	And I've said, if everybody agrees to do it -- because there are speeches for money on the other side.
256	CLINTON	0	0	0	0	0	0	0	0	0	0	I know that.
257	CLINTON	0	0	0	0	0	0	0	0	0	0	But I will tell you this, there is -- there is a long-standing expectation that everybody running release their tax returns, and you can go -- you can go to my website and see eight years of tax returns.
258	CLINTON	0	0	0	0	0	0	0	0	0	0	And I've released 30 years of tax returns.
259	CLINTON	0	0	0	0	0	0	0	0	0	0	And I think every candidate, including Senator Sanders and Donald Trump, should do the same.
260	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
261	BASH	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, we're going to get to the tax returns later, but just to put a button on this, you're running now for the Democratic nomination.
262	CLINTON	0	0	0	0	0	0	0	0	0	0	Right.
263	BASH	0	0	0	0	0	0	0	0	0	0	And it is your Democratic opponent and many Democratic voters who want to see those transcripts.
264	BASH	0	0	0	0	0	0	0	0	0	0	It's not about the Republicans...
265	SYSTEM	0	0	0	0	0	0	0	0	0	0	(CROSSTALK)
266	SYSTEM	0	0	0	0	0	0	0	0	0	0	(APPLAUSE)
267	CLINTON	0	0	0	0	0	0	0	0	0	0	You know, let's set the same standard for everybody.
268	CLINTON	0	0	0	0	0	0	0	0	0	0	When everybody does it, OK, I will do it, but let's set and expect the same standard on tax returns.
269	CLINTON	0	0	0	0	0	0	0	0	0	0	Everybody does it, and then we move forward.
270	BLITZER	0	0	0	0	0	0	0	0	0	0	Thank you.
271	SANDERS	0	0	0	0	0	0	0	0	0	0	Well, let me respond.
272	SANDERS	0	0	0	0	0	0	0	0	0	0	Secretary Clinton, you just heard her, everybody else does it, she'll do it.
273	SANDERS	0	0	0	0	0	0	0	0	0	0	I will do it.
