11	  -0.1482964921306029  0.2966108089172714  -0.36061796268997753  -0.32641129620634796  -0.03794890993038977  0.31105678119670294  0.4443450196735495  -0.5535193574592706  -0.4292415349599748  0.42975054618347974  -0.11894450946816468  0.1358597293212693  -0.17742852090205924  -0.23239937280781825  -0.053635085337427536  0.28926531430638197  -0.24649019669226177  0.3316039993227728  0.4454912785521696  0.33770125753709557  -0.1842049624687492  0.12233010614806494  -0.04006256042169572  0.5735730476068324  -0.2034863121631024
12	  -0.2048345289661869  0.37418933120963666  -0.41027935313057756  -0.26946771511100337  0.11296506894053156  0.41099939131305674  0.44459231403033006  -0.5955878398640457  -0.44845756369203416  0.40282418213763604  -0.020483553015516832  0.11851154123646418  -0.3172803489823298  -0.06572997641675066  0.024249255584186512  0.32247359615504867  -0.3315633801210265  0.22181285968152237  0.5141607000634171  0.38129071560488903  -0.27303787746701275  0.11410684892304337  -0.1175841769280692  0.582140449270531  -0.23087279674400243
13	  -0.061682007803521545  0.01631331996139596  -0.09053363689471276  0.03822800642984585  0.07805789988023963  0.012244523043840097  -0.05384902338974274  -0.00315261682978453  0.08710287728200213  0.02971738682108214  -0.027955369351225244  0.006477301280287099  -0.021696216000125185  0.05022079021552721  -0.04354635021147419  -0.03262320243464018  0.08985318785275953  -0.05969256814551122  -0.017231472420343386  0.06822333352913755  0.12127449019657568  0.014040814881479327  -0.010104006077295623  -0.03743743806915903  -0.117665184798768
14	  0.0738700004081054  -0.20340790046100318  -0.011570728458003393  0.08274803477962736  -0.11280678805869884  -0.1492445480594465  -0.11830295733845637  -0.03545130734395939  0.24313418101781514  -0.22347056720178654  0.13239673765513685  -0.19126677287938681  0.3519308800853417  -0.27667500529253725  0.10690618415346907  -0.31715688180412854  0.22413619940788598  0.16115044308398999  -0.29568145766484255  -0.06670735684317178  0.2614554978081806  -0.008106368304317659  0.07662106428980152  -0.2723912028013036  0.048693535923329895
15	  -0.1366796801885781  0.2868747826511681  -0.3413862939256091  -0.22548502141081067  0.024844775726664062  0.31445500152467043  0.4493081037225103  -0.5154802703498598  -0.3913540277132673  0.3197086186206199  -0.06255851038977446  0.2260384001372502  -0.1406473498265759  -0.005686592559658066  -0.04956992378483745  0.3107269544586138  -0.270966064465682  0.15728312051810284  0.4849868539817036  0.3877570154747009  -0.22278135854470096  0.1645628409059997  -0.018524338323215515  0.47583543019042013  -0.31166715533713507
16	  -0.19463165031778426  0.2762145588783178  -0.38522250268938524  -0.28176368884118597  -0.01208178654987325  0.35962515837062975  0.40217900898948333  -0.5511262064562117  -0.4165447402795496  0.3761358022267183  -0.07545327743296386  -8.814914329390161E-4  -0.26800993834408005  -0.17418090755838253  0.05998482012987696  0.36759580012711646  -0.3402265319913718  0.25959214728438595  0.43033736751380763  0.26604369721830473  -0.17828016351505824  0.08685203931139082  -0.0074896335816335554  0.47609991881849867  -0.22125677180500142
17	  -0.03867115870294637  0.17334791110809442  -0.06154107552543384  0.023111315725772248  0.2518262817913871  0.1553571172112444  0.20504843515380994  -0.3809422814791287  -0.08259329204598158  0.20755788391708987  0.14619910233619116  0.053545213147390254  0.11595524259680072  7.534905674937876E-4  -0.10368903806498542  0.15523474391290928  -0.2710182960464076  0.12719374230374705  0.20892839226692922  0.27056792021646303  -0.09933513701038231  -0.07393434464423804  -0.1585761725347382  0.2099418864471298  -0.0880424849243733
18	  -0.01604587705465675  0.07631143282807398  0.16205981340910386  0.15512841894382975  0.023325757212585767  0.05195810125415774  -0.007349417334309713  0.05575499354633193  0.07080568824576697  0.004059759805916062  0.12985147218194623  -0.14831068652557824  0.131660129174266  -0.11112323627681846  0.1763737892694254  0.10858858565403459  -0.0814125060809862  0.011470611081790759  0.05611251761673123  -0.00688918782307692  -0.11585604614428707  -0.11204264705952134  0.15515434677652015  -0.13670977244972957  0.09868941230461009
19	  -0.0655782441880833  -0.14627288354338117  -0.06970282124487068  0.1949165004318361  0.15066784720105317  0.12537330982388523  0.13644710243658295  -0.15475247311995638  -0.022527514915234633  0.12055804996837809  -0.11344949980347097  0.2409737249025448  0.03752721672417499  -0.019165283803065147  -0.015241897264447553  0.1490774072920127  0.18878418598180852  -0.06155027460753793  -0.14948390306375314  -0.18041336510274567  -0.013165142409458637  0.021815194218407892  0.08987064600050591  -0.19446683171285403  0.008496527338103327
20	  0.04588103820585786  -0.06919888367733548  -0.09202698189151455  -0.02384302277130487  -0.046326112147351696  0.009395513975766535  0.12578929581560883  -0.2315363891632499  0.03560767581273307  0.19242676496766925  0.1361726256204421  -0.051457508794607525  0.15739652378411065  -0.21647774846659154  -0.01989212827181674  -0.18362591596914934  -0.045012958569213106  0.1430912372694756  0.010917998195045568  0.0692140514022094  0.1567768209069187  0.08527695644511689  -0.13706465021675318  -0.02388345858296603  -0.04998247599971301
21	  -0.18085146982442532  0.37117146029434717  -0.39016105041878907  -0.32436397336914463  0.048613512216477583  0.42062191123863196  0.5133062342764437  -0.6086536432176889  -0.49100326175460246  0.5234030546031465  -0.07768475984824329  0.15892825478342923  -0.25401245731279276  -0.15318031639247148  -0.012129839056598766  0.4041416532690028  -0.3805036241395016  0.281231385494065  0.5495173731507247  0.4492033110333329  -0.25019320506157716  0.15544666179041922  -0.036296300441839596  0.6254879915481478  -0.26633207964157074
22	  -0.228518006719746  0.2696120241770904  -0.2916168160419767  -0.2994859850171709  -0.13438950123913176  0.13943982416672585  0.317859832977124  -0.5019395679422379  -0.2851094860241384  0.39209142453359713  -0.09392247217624192  0.11321597548365148  0.018645313329621906  -0.29092458004757105  -0.14569556041712356  0.12188957874733071  -0.1355288754387034  0.2901756532126831  0.42622323635728865  0.1786693200656968  -0.12411835962813923  0.10574407944994378  0.023046343745614414  0.5383144389385094  -0.13939562763963656
23	  -0.049172383600592014  0.2870953360424897  -0.19389548906519477  -0.15935119126443484  0.294804842958435  0.26172073074389296  0.2801163503052878  -0.49714779147080407  -0.2281016197143079  0.44436199433147733  0.22117568863287196  0.16838139800013655  0.054226074825814534  -0.107728596442745  -0.24750894335225815  0.23175558414719094  -0.39897194886583803  0.13592225778749356  0.4380679183047243  0.36691278982453823  -0.17437430876536952  -0.1374506680036297  -0.10282287353864146  0.30804620512696923  -0.2729609478735573
24	  -0.1396150583720424  0.20517393953964197  -0.2906358757711277  -0.22709432394454174  -0.017998200606839838  0.18761218209874359  0.3801198077301424  -0.45428507757484476  -0.33337342250284596  0.35198839388245884  -0.09471646968126614  -0.0596267266758023  -0.02007644121085341  -0.3158388978482786  0.0021697598168346093  0.09117766511489972  -0.15402083862367236  0.2909092871288713  0.33696129268338076  0.16803825454009258  -0.016529417583855243  0.07293683713361143  -0.07463404750153632  0.5013102347882891  -0.14947428017554257
25	  -0.1161223616513169  0.24820403358423573  -0.31863434335053753  -0.2225919949229691  0.06839757771964364  0.2395635521663595  0.35076239937032233  -0.4927931879976866  -0.3318569628446645  0.305025156671763  -0.07857406185641086  0.008072697989722627  -0.055819725504938716  -0.23037577567458592  0.03407300111088738  0.11092982664016968  -0.20128765829425757  0.2775066199640342  0.36252575537416415  0.2534282300149301  -0.0899760957696729  0.09450126847465089  -0.11208018897139667  0.49644731244962514  -0.13865540552420422
26	  -0.06985811140208979  0.28811289286935776  -0.08880639450411786  -0.25029876723480793  0.13045701026277115  0.24334069020738744  0.2916412974032627  -0.5043203333898482  -0.19585534840012045  0.4592725368742284  0.07735765333472287  0.17981431499020523  -0.06462721760089071  -0.13877980809947446  -0.12541690173297004  0.21145931825961586  -0.32958624800883407  0.21531930314529565  0.4110422002791017  0.27138598890731136  -0.1891696803851392  -0.0481081079595833  -0.02370054943626584  0.3988977827350106  -0.2072226616897161
27	  -0.18937939953043983  0.325114680875132  -0.40740970767004125  -0.26920031866599164  0.05040773423291148  0.41045908953242727  0.4055326892292734  -0.5686038728254215  -0.4308698980071853  0.3527160059034515  -0.062966301690529  0.0664600562484725  -0.35627715848555536  0.01961489246251374  0.05507989567917981  0.4004482714565051  -0.3721237630939266  0.21288310430110827  0.4606395909990279  0.3425073352637196  -0.26036226197504014  0.13080086565702098  -0.05328525397089212  0.4773383726044299  -0.2300853435547002
28	  -0.13132513922808672  0.20929827106348214  -0.30813366593995667  -0.28006662366289586  -0.10858204638221802  0.2781049663322466  0.4536774172741611  -0.5164805808141316  -0.42722317832179263  0.48590149361271795  -0.11652520026584735  -0.03004682245298801  -0.17017963891279586  -0.2811924206734744  0.03574450504177827  0.3364651949028495  -0.40140736681131345  0.33044305418463765  0.39197109956934373  0.20356168851461973  0.010351005797195677  0.10416733147377562  0.011645820876534084  0.5003954737114897  -0.17899722527634132
29	  -0.20738330679186956  0.26352886049439717  -0.2926321892268768  -0.24376498159329074  0.036991476726160794  0.29419671545719994  0.3790857895566746  -0.548085195366863  -0.3131570818573381  0.4540103644816656  -0.03223121008620383  0.07852915670955929  -0.04910914822116446  -0.11806381895167625  -0.042377131782305816  0.31756781316323884  -0.39502524250088245  0.19281433405930998  0.4606844297217219  0.3746646627041025  -0.11184302864392294  0.09241462900305482  0.007660715766535261  0.5300075037268339  -0.13049962546437824
30	  -0.10316889395180985  0.3360784140247598  -0.3995607036036038  -0.17191885127219483  0.23231507572732318  0.4742917121667765  0.45189389889555376  -0.6056198205881215  -0.3637395854617932  0.4711905269550977  0.16292821779755953  0.029049978721879314  -0.26982967868229124  -0.04970742238356119  -0.020017612781368908  0.21563476056695421  -0.40679919901253975  0.1383390137485054  0.449383776455889  0.47029630808671535  -0.2717011018654069  0.07798453595484302  -0.1676845620802442  0.5572694296128972  -0.12294583443877136
31	  -0.07742836770135762  0.3538044152813176  -0.39086974199959057  -0.18230273346279993  0.28680186343937575  0.4236428600204102  0.393041677594931  -0.5613038703654002  -0.39395643804976227  0.33030655215443055  -2.3982317099956166E-4  0.13303092689295054  -0.27654393007267736  0.13500555036293896  0.039014823864547216  0.29110103084974  -0.3795206284807274  0.20105025162208617  0.4413388626150727  0.475239182277986  -0.26666420108377664  0.1073612356046732  -0.19335692801017396  0.5309751859448076  -0.1603482943742067
32	  -0.13734746805657405  0.2209806575067  -0.14625901430753374  0.050035042787398655  0.04521466297556059  0.1929987226108883  0.08418595904807882  -0.20698792445235922  -0.21247413778047777  0.11914203930628676  -0.04004826953302495  0.03480943952892539  -0.05592481029818831  -0.12688705531397879  0.0570332777783122  0.14378418893591655  0.01611809074097637  0.1740130588504775  -0.022442874767752016  0.05839723576141134  -0.0994487079110515  0.01478770127395529  -0.11776464816199653  0.357565443840094  -0.1799657445887494
33	  0.09666867920466846  0.018612232243960084  -0.1616534105911313  -0.12483958760968698  -0.0689175919017374  0.05751707033747185  -0.155838030173225  0.03699017868281578  0.15878127545363233  -0.2516851477051018  0.14467400985880038  -0.02704953839362795  0.28796823646734393  -0.2469738923255402  0.19640619234436912  -0.06215653863045378  0.20381213763450134  0.29215778062325015  -0.09884601095890032  0.007328133673459067  0.11563085604667687  0.032031006100736795  -0.019098273776196616  0.2299034432436346  0.09445384235104494
34	  -0.09095399667051285  0.19065805360496213  -0.3059134641172793  -0.2602455277123124  -0.09152048148272156  0.21241476376004442  0.4042831821826097  -0.48685404645449404  -0.32499060864254964  0.34750307466569275  -0.12046761807579677  0.0032911031603102417  -0.01673860306415331  -0.296997754130346  -0.03166423198982274  0.1440937191871149  -0.17394924454981298  0.28447686375941433  0.30183540872064146  0.2609138085246189  -0.0345901316053972  0.08085072136626568  0.027886878738275393  0.5131177809097994  -0.08260182068592525
35	  -0.1266396198283517  0.2225536203777188  -0.3358008067222476  -0.2792099766125879  -0.06213255058190377  0.2349822168545718  0.441788277980492  -0.5302428143582941  -0.36767363779880274  0.39772126762045795  -0.1200116720461745  -0.01824879526852893  -0.013139616481111758  -0.265999951205478  -0.046415494804923636  0.1976378032864723  -0.22560427285131487  0.24259350445848366  0.3960111990529713  0.268923789025373  -0.03410277935910773  0.09540352302972734  0.05074216483245567  0.5403799924938709  -0.09783045653672662
36	  -0.22671108423883082  0.3737662025526661  -0.418258694561306  -0.30220413155854353  0.05803638177367508  0.4337693785057286  0.4232792425980025  -0.6038585549921525  -0.478658981891917  0.3525381995424633  -0.07652329532724375  0.019155196365434744  -0.33476116324113786  0.007932063385624317  0.01507555203526304  0.39660999977631595  -0.3509128891032389  0.16363204073842302  0.5460220813092703  0.3417808739823388  -0.2921218595319239  0.1570263503606874  -0.06435082250619648  0.5322542160848269  -0.25345590986727423
37	  -0.1036464710841851  0.18191372446487059  -0.03223983777277673  -0.17901677260018484  0.07603822726567644  0.10966172218099625  0.19911473009585232  -0.3173592273037425  -0.1527510236519115  0.30516579753720846  0.0035255463551486766  0.14877104683983283  0.036604115378261366  -0.1484338673282889  -0.10127197371159204  0.1999872089211186  -0.17315774398922212  0.15477017029167703  0.290359140112259  0.19504083226887298  -0.13375296444920748  -0.06643061278538485  0.08637635661022774  0.303186237579439  -0.16951455099018
38	  0.009702889288452438  0.32721695292231334  -0.07533419226559686  -0.26522035196763266  0.13973107206193328  0.23253751224114153  0.30448500068021533  -0.4774929157893294  -0.24739680572044534  0.38759521247146256  0.030840859161302362  0.2985715010755776  -0.08621463833634527  -0.1025672767720949  -0.14987499138763533  0.21336462382341354  -0.2855541696095374  0.1814327054997237  0.4157002107912625  0.2588453420091551  -0.29412904847315074  -0.03698197771519163  0.06391098941311078  0.385861745337424  -0.20788660614833301
39	  -0.01940309546551254  0.16841073291310524  -0.06199388555630939  -0.18774708276847257  0.021533738012068374  0.13795300088743484  0.21224047734073614  -0.37989225538821875  -0.20296408748233902  0.2490887670596681  -8.49101091908292E-4  0.16650277021064347  -0.05339398834934031  -0.1830316581297885  -4.948188636390926E-4  0.14276801981835938  -0.11821334030619593  0.22879445942411233  0.24685615121997065  0.12646286506903817  -0.1522742158756069  0.004242218521041096  0.04086298679246403  0.25683352992687114  -0.21223204802000742
40	  -0.1958238752903253  0.2809414250435589  -0.36642054021766074  -0.3462399052549253  -0.12168007182908437  0.289818704194389  0.4274410765806239  -0.5475120905869068  -0.4512894746887529  0.44445967004949377  -0.14051465827384388  0.02854174291217185  -0.2159720231202214  -0.2725744677431686  -0.025708891969177104  0.3146776100810096  -0.24378991658866925  0.321934217255935  0.4545194281630274  0.19756979458297835  -0.1637710150210923  0.1419341206482324  0.031979144568775625  0.5537168849311047  -0.22793272163156678
41	  -0.1691896364912012  0.3462029076403727  -0.21723608067163264  0.008871495907840482  0.261092313133762  0.37006047062464864  0.04486502339163854  -0.26923887702599064  -0.2735774869767932  0.271691164842331  0.04860528835760792  0.3143959303676236  -0.2769619638488451  0.3217782753409125  -0.16290934710800095  0.4088190124246504  -0.3221975853460635  0.27192148149248224  0.08063243015011536  0.403031117080575  -0.2711951401617884  0.0596791578360473  -0.38285151395299405  0.43200076696396944  -0.02410963515352631
42	  -0.18739965914380305  0.26847016131550655  -0.3355901792147699  -0.32403565815642993  -0.09817261390306355  0.24250850488096443  0.456628904815185  -0.5199438283775948  -0.4238252100117736  0.4344564151672462  -0.15774716293360713  0.04353612733403456  -0.10203360407171493  -0.28175846832050555  -0.05627325173948704  0.25234280662157266  -0.2050787902345498  0.32375108639959893  0.4601147909764091  0.22854057586974577  -0.07595217859947062  0.12996307678850788  -0.009988207024157317  0.5600890051502638  -0.17808733574092023
43	  -0.11006989486079057  0.2638890440476856  -0.14843822575433982  0.049421728607510824  0.12189271328277453  0.24933159129749555  0.12398730764409138  -0.34130193799979225  -0.10901258858854479  0.3519065468550404  0.00200719006439213  0.09767486408552796  -0.09866243424260118  -0.2281057818293366  -0.08668449091373662  0.2968607073745001  -0.2935469355496013  0.2443841618130771  -0.1210490036810174  0.3234902002613562  -0.026794061389537056  0.0018427229370948561  -0.2568931984063838  0.33923200903192596  0.06914535311321071
44	  -0.06899129403714348  -0.14502169258425307  -0.0095348684105236  0.19935631266388687  0.11992647695043028  0.07629889521171337  0.13895099982267248  -0.19332690947766046  -0.04363251232823991  0.15357559638973217  -0.05774290777908972  0.2790608834380525  0.04751016689683919  -0.018005330700791074  -0.0593952378960074  0.16133572267606056  0.14815683565875165  -0.037233083623218324  -0.1540420628986794  -0.14626178134104004  0.02492275292491963  0.03307313243919902  0.1493854173921556  -0.21626721007131197  0.020238507062503
45	  -0.02102424913872333  0.07266778406973859  -0.0016039825293527746  -0.08333456402533503  -0.03770778344451737  0.07212387759870237  0.06423563955446863  -0.15481022593574267  -0.09344799956111534  0.09415616509993513  0.05683752443880868  0.022045882772738643  0.1057382703931451  -0.04426123851285189  -0.023306041597994077  0.016225918987512796  -0.03683540441411362  0.06843332099649897  -0.004117582413619667  0.008513553115672257  0.029076210659586856  0.057302388028727363  -0.030517215987861352  0.04122803149536029  -0.0916078965810556
46	  -0.10365136635239307  0.19680189694175781  -0.318975377910721  -0.11150446911822973  0.06337459493529571  0.350782854576028  0.4107054122819201  -0.46263657543701703  -0.33319399270558453  0.32725934885511293  -0.023642585094816444  0.045915622329497384  -0.19368571109481825  -0.14351538917724352  0.10395332118095213  0.3306370023114202  -0.34252230302101905  0.18390046032196922  0.34540233214587546  0.39899743028616447  -0.1382396052383249  0.10724453990448478  -0.07129936784008639  0.44078736001651697  -0.21872434900905338
47	  0.04482822457958374  -0.0033766343122796205  0.01821562376103105  -0.040160415898911776  0.048906346940946005  0.012557558991882389  0.024697860106557015  -0.18004934762602948  0.04747713047153355  0.11481826813557981  0.07725571289439997  0.05188189729968035  0.16606046951379003  -0.1517259898382673  -0.0019783856157280276  -0.007011929757960901  0.02027073567715305  0.13629414297480158  0.010798463641057614  -0.03194827729559673  0.02419518594146022  0.004292577987950321  0.013125836363951707  -0.009477289914722556  -0.10811530694042883
48	  0.08921995957791372  -0.07265451800267439  0.17083266268847397  0.14088132406331358  -0.11648276383922736  -0.1724297199284143  -0.060031465255180744  -0.018101788075472133  0.1285476529500871  -0.2416186765554491  -0.030371369605979488  -0.054981531191462256  0.22895008341794196  -0.16911638063468595  0.19168165126610562  -0.23418813623619306  0.230247430792448  0.05975609953511217  -0.2035794318918838  -0.13367169464133952  0.09204261106761803  0.011295261156408175  0.033805928503571545  -0.21331638171393955  -0.056603149576853924
49	  -0.022247008645337376  0.47677332989842613  -0.26142206733346496  -0.34090351553402626  0.28822148881541376  0.4760475800884491  0.38644745897079885  -0.5877734325523855  -0.5038947004199661  0.5411601902117048  0.3294475896924244  0.33306450680401767  -0.05331137867502603  0.14498549557715631  -0.3498851896418863  0.3423089668207942  -0.3636073166376559  0.14562861092771953  0.5885277027265593  0.5002923270830625  -0.340612328926094  0.005943753047842321  -0.23059184764995524  0.4772829960013401  -0.4108371678701645
50	  -0.15590165885657303  0.3597689643388427  -0.21342866423624607  0.018122519384245084  0.31683572030291585  0.417717584260546  0.17336589875529598  -0.4144698353346658  -0.2440000221806782  0.4206700888805089  0.022077545854702087  0.2538446969935098  -0.2864456053495116  0.12777326161721644  -0.09030189721033353  0.422661682876682  -0.37409895752475397  0.1903244021250146  0.22599840706611354  0.4226845631520989  -0.20452338416731627  0.016259848495194126  -0.3121062145224161  0.4519651034537843  -0.029370644198768798
51	  0.0015826810281618882  0.1443554264897372  0.006143059275907331  -0.07170069612429784  0.06718773456318555  0.12424011454369328  0.15352809225002872  -0.32016304249961014  -0.1221340065570898  0.21850033399515356  0.028622248765037224  0.08123870084915022  0.048360281413284696  -0.10544248315303563  -0.015184606682186158  0.0652626236791928  -0.07033351393325096  0.17435792077019535  0.15189919185945708  0.14469687204258466  -0.1343997285655338  -0.05962522899531353  -0.04662980611400024  0.132107563827791  -0.17334101762735646
52	  -0.18457726129319968  0.344799914623796  -0.3826173370450431  -0.33075100245033007  0.04849880049446699  0.36672084759071266  0.46474870665447243  -0.5762576190072185  -0.4511664552334059  0.33414825852611657  -0.0630828996874841  0.16374334937962576  -0.2936433845582377  0.07189701240682689  -0.02640996287829939  0.37073686397684086  -0.36320217256777415  0.24774798686560326  0.5242874474130608  0.32584334751680144  -0.20013692289000193  0.1330743052430397  -0.03013658416269123  0.4500283029351501  -0.2789861151461145
53	  -4.981090145121015E-5  0.13194116200842454  -0.26846566555466245  -0.25217183399744864  0.008578445918431106  0.14482412655656351  0.18728101174032089  -0.3039005147617827  -0.12393726816815853  0.03046887920063925  0.12595510928510936  0.042990525584819854  0.15654302741291665  -0.22090186496785655  0.017101065219032218  0.11452662481912781  0.010193696730342447  0.3431376447621137  0.26561178239105276  0.1603117648568684  -0.011917872757251907  0.031808846306697794  -0.02597684379179907  0.43305784509731265  -0.16816851613709458
54	  -0.1692751804801452  0.2900297404461181  -0.36102747956831427  -0.3385552280711971  -0.07177454007133736  0.3330310462151061  0.4349845969694907  -0.5533474173380807  -0.46509504973151944  0.47416062701487977  -0.11819322693627146  0.03491785800436588  -0.25828121213264876  -0.25290323703698264  -0.025241123071796153  0.3582230275838571  -0.3247660371889159  0.3368894164035868  0.45629359387106294  0.27637382151038  -0.14661210319492032  0.12669362147228433  0.006218090080801599  0.5583749844131372  -0.2121736215135357
55	  -0.2474066920287746  0.336926734961883  -0.3480284615504675  -0.24397708690178121  -0.014390504272719824  0.34320231410631  0.509815171765878  -0.6218311149233313  -0.33583185734755333  0.5537750323475245  0.037005386589047985  0.011502204764470215  -0.19858964728451273  -0.23142996256364265  -0.04411133171861163  0.22154376098403789  -0.4445583363311513  0.24251566863253324  0.5363734452902968  0.32121668337349985  -0.12282117993683729  0.03775060873881176  -0.08014035895926601  0.5811415226323476  -0.10817265307893698
56	  -0.12418912114574913  0.22178273420647696  -0.23385432871835782  -0.14339773444680087  -0.04278522305520399  0.2539434104571465  0.40057618800858724  -0.4887655753688243  -0.1192151787447671  0.44393830476528406  0.10668477404926308  -0.06553227548985356  -0.1126505858199335  -0.31236368665639225  0.08423948381187703  0.1053235250995275  -0.36631922070877593  0.2631463048112176  0.2769300096926945  0.3246026337634405  0.0383151882644966  -0.017178474902028715  -0.08737035009246316  0.42085446159627315  -0.035365720879628255
57	  -0.20111512264619402  0.19387515843912564  -0.2918922779415133  -0.018961409465446756  0.04831560722588959  0.16903992303649013  0.3860374833951745  -0.4443179001454256  -0.33799686541244917  0.10062927442749238  -0.0365605626183223  -0.004383179618750259  -0.13020461365928526  -0.013725780295838238  0.015630954394731313  0.1810105332472424  -0.2530691401107518  0.08232348427403562  0.43681110888223595  0.20923389082494354  -0.05816136803120723  0.09415591309672552  -0.10704812094921067  0.42115985050785987  -0.2353354141192509
58	  -0.029400231908283864  0.2725958358680019  -0.11719084653551735  -0.2544829605001288  0.06605237104459352  0.22767888266233627  0.240816887031066  -0.46712727000399984  -0.2817556980546006  0.3730036403962949  0.0435774967037101  0.27728516201420855  -0.1513715541421566  -0.14585666790261728  -0.06756464866692578  0.21373340366756174  -0.20229382608275773  0.27266515571038713  0.343161527146811  0.16565163542037997  -0.2564825203538061  -2.0408383716236187E-4  -0.015690725635679397  0.3698720149754144  -0.2705969166607723
