12	  -0.0399648659386213  0.08807353594917079  -0.03371720842240059  -0.07496076720654543  -0.051383981479406454  0.07232137968859752  0.06514506110881789  -0.14768061911863964  -0.10778888694548756  0.06796518065514787  0.061612159831414166  -5.242408299533725E-5  0.1158276278369663  -0.12224858335336898  -0.03506455093769851  0.015458932481520601  -0.001223259593195024  0.09039425122712183  -0.020255359973468057  0.03281724471973235  0.04773870968338858  0.051905476465093185  -0.008934379586863123  0.059518844963604586  -0.12237628345249213
13	  -0.08274954767469313  -0.03821729178039858  -0.07751626707390961  0.05679767249955361  -0.04349566324772457  0.03225876055449546  0.042992415909669235  0.029989461529016086  -0.06511799699982383  0.07120407065150944  -0.06800059590304508  0.04097237628158503  -0.007242168538047507  -0.05551683053036362  0.028662906729580145  0.009797550695778525  -0.06877965990532196  0.1120746557209413  -0.02369934769433188  -0.042632979842264565  0.06584199415306533  0.040544206721922  0.06102257535110715  -0.024567382150956277  0.006993235232439765
14	  -0.02338724579982718  0.17761809524821284  -0.17248444399972343  -0.10564989031830542  0.08544126429831407  0.15149980084096687  0.2393070098933372  -0.3150305917325706  -0.2018257964539981  0.1123567339919043  0.0727044905127276  0.0018452439641247164  0.041425066856542125  0.048156363930287965  -0.06022848651180404  0.08187256269259506  -0.1011083235083629  0.13744651521942108  0.19609306271987792  0.1651966000003683  -0.08715703285593329  0.03495036318515155  2.5277977158528912E-5  0.1282189710300815  -0.22000475380822213
15	  -0.06461689635758296  0.337088125135085  -0.17580205031392135  -0.2818205927077299  0.1829389634009728  0.332610968417094  0.3362717740951529  -0.5284505462744853  -0.3634755487425984  0.40808876071323474  0.05238300311464003  0.2878806489990528  -0.21066634973614123  0.026740828789030145  -0.10545275844159831  0.3366343058124448  -0.3224457123917009  0.20857297445764955  0.4662714194423267  0.32250896393700884  -0.3231529927875815  0.03643372719750034  -0.03278548803753161  0.43941936443640806  -0.28560114717383106
16	  -0.04265688267404719  0.27798438581581975  -0.11539729896764293  -0.2757180725702178  0.07056836093318142  0.21164835872208324  0.2708830218520967  -0.4919351633531062  -0.27825320533606274  0.39807927241643204  0.016716400299995177  0.2468869447765795  -0.11914470112044795  -0.15592442332199458  -0.079288819030104  0.21990297265952793  -0.22672180755676719  0.2596728287662254  0.3682855649482974  0.14500418329077275  -0.25198228224203834  -0.014709765738163539  0.023828183076312622  0.3906972452990138  -0.26358412282843696
17	  -0.15865891435466373  0.32745565271266125  -0.25576054208641147  -0.022717715764935507  0.2868625356653597  0.3862463437161318  0.2365879152304117  -0.46073688037950833  -0.2714159141722536  0.4413594138752092  0.004486768297143466  0.20915235062413187  -0.2651848770855077  0.1301628900758946  -0.12900468610871485  0.4021412243081856  -0.3789010519927315  0.17265471692378123  0.24657802382987684  0.3745327327520797  -0.25934725902450584  -0.03024800428432726  -0.22485369927674126  0.44618360400444385  -0.12456495380265666
18	  -0.23461054820178237  0.34200554361575697  -0.391037857377903  -0.37727483235105774  -0.0997850167739275  0.33117086569141724  0.43813708466154044  -0.5886611866961079  -0.4732610425789304  0.45336812530259946  -0.1411248625666394  0.07429251385515695  -0.25055873736886025  -0.24125368857689153  -0.042325181008645886  0.33437575838567324  -0.2545831210417133  0.33202726340212296  0.5086398654576643  0.20401635490480843  -0.19954547554466812  0.14612962660711706  0.012651605539118736  0.5757482962362926  -0.2457854743720034
19	  -0.1292589607571547  0.2650541408637132  -0.19388993625603648  0.027607522156519973  0.19974287178830127  0.33317199426308924  0.18200824836918392  -0.3578631528357203  -0.22178311852019564  0.3477636014990335  -0.027273918382768953  0.09814531857384699  -0.17608303255236188  -0.025095711044172075  -0.033798722637178764  0.29958690165552504  -0.27241497777644186  0.17047821328932902  0.08019510609361084  0.2933435692473001  -0.1518753335909049  -0.014533015463231103  -0.2200612295533047  0.37006378274150764  -0.09372819781600071
20	  -0.04096282207568274  0.3861469298634825  -0.1967034655479975  -0.07719867042639122  0.3150843419822259  0.3337960390625013  0.35072043898764804  -0.4952610846910891  -0.1404434650606521  0.10392400211384901  -0.016721002147794595  0.2664258473820901  0.1285005420476319  0.17341622209969662  -0.12685244034570414  0.38348487740980003  -0.3421686814085932  -0.033221419235335725  0.5284249202399852  0.3259431694460114  -0.22972500098372942  -0.03872100562738617  0.040358618868905474  0.40737924133206727  -0.26683867294992214
21	  -0.13847333324314723  0.2386025478634736  -0.1326251509600137  -0.1376450821185727  0.09179193747236626  0.23462337766630273  0.30017254151766637  -0.3910465373922205  -0.25814621325240866  0.3597648060846865  0.03680672228886224  0.19342369356723269  -0.09087567420671823  0.10192281392645591  -0.11268059292473405  0.31146182107617665  -0.30467791705556896  0.06883709191443746  0.31909273031517754  0.29037736207033943  -0.22373982430089165  0.015199867229645139  -0.05315518351644336  0.35523552165369854  -0.17760429886805246
22	  -0.05733496738155961  -0.025286555614621148  0.01851318989724676  0.01427815954107139  -0.011142064659451101  -0.0438361909458704  -0.0253002618656349  -0.2095307170645641  0.03141204538521084  0.07110195326935966  0.05010794097136908  -0.0604638198863989  0.20353482485247673  -0.22671571445973215  -0.04513801622406734  0.0016224101937564002  -0.006195220269746771  0.11575317273552921  -0.06527832286778967  -0.021326273826955375  0.1200373839936007  -0.07711678528102373  -0.11115766642645915  -0.004857416161836502  -0.05061465370486834
23	  -0.18218042954046124  0.3092069917220918  -0.36628201148487577  -0.3274600420556309  -0.054673235845762135  0.3472110120146594  0.424063035984795  -0.5542051021083889  -0.4434531319849631  0.4247308866482263  -0.1248037627450432  0.04828261287549615  -0.30444780254781156  -0.22406570355704877  0.03379246082845826  0.3349108162381626  -0.30173597669123936  0.3287612678942918  0.44507718898918647  0.2648009577163216  -0.15337822371713733  0.11922213385244135  -0.027973971919008925  0.5248126816135151  -0.20322583262143068
24	  -0.1720470001645666  0.34466057479042816  -0.4192966527624281  -0.25378853682743824  0.08957970124138827  0.43587175652925725  0.41646118521334036  -0.5727344245042464  -0.44733051519855765  0.3323290463798941  -0.056833663447656904  0.057877203681277356  -0.3617295087053875  0.04652357632558102  0.0350600881097446  0.4076203420739506  -0.35479468529296093  0.1913861502612851  0.49824544263407466  0.3874140622743892  -0.288879682006001  0.11976560428695843  -0.08927768965322784  0.4909684249423188  -0.24065703794006318
25	  -0.06655718354247504  0.10200205581641002  -0.23312002903717852  -0.18868881176908883  -0.0455505282894271  0.21615488238622985  0.23879649166887257  -0.4986411639515522  -0.19611650440069453  0.2967089966071461  0.160211866677469  -0.007640961820085913  0.2188467122115133  -0.30023488161337947  -0.13119021005557213  0.03602277650322448  -0.2511611164159513  0.2098633864413539  0.3097068881184403  0.06515142482799328  0.07759358234879704  0.10739529547945495  -0.1015988291456676  0.27069884920718995  -0.14539670655239287
26	  -0.013021983813107488  0.24362977285675094  -0.3654753123693903  -0.2272276914045807  0.06242938044653608  0.26632284409167867  0.45701831726655395  -0.5912484353646601  -0.34306304711708424  0.48285371842434666  0.1386516469335626  -0.05033327997120049  0.0735353631885236  -0.2701284044216842  -0.10368169088740493  0.04614931318712598  -0.3247735766869559  0.1775134897568764  0.5461704287466167  0.012575273066779686  0.0864197152788102  0.07004394911936798  -0.22698086162684286  0.3817190210092358  -0.21105489019786974
27	  -0.02367128542129347  0.1737662249538019  -0.17567510952100315  -0.14640325427215678  0.05536462623123773  0.12690407881509666  0.22840275541713995  -0.3128563281261974  -0.1909242837375026  0.12484666539932483  0.06000704859485809  0.014965187700890724  0.08409938242718618  -0.01174849007153084  -0.07353473148070201  0.06392512090389811  -0.08733543783337935  0.1408209048222793  0.18237627419979824  0.11418613494881022  -0.045256769370125065  0.03627815364087653  0.009462746267091506  0.12164634848048257  -0.2064237721269599
28	  -0.13754712657900628  0.17281842289000482  -0.3143473618574639  -0.178230574131402  0.19783499053458317  0.3020297783877929  0.35519178926229417  -0.4203328505004886  -0.3210073450432489  0.19806708828925657  0.04014179151532229  0.14256247661893623  -0.14435033143455447  0.20549574370643203  -0.04894142000648285  0.11636315804241444  -0.20229126305392403  0.39232922643427415  0.40273624941822195  0.14684777896439985  -0.2715250588628803  0.07490738867588971  -0.3076791404829923  0.44223625730732996  -0.3507771151636687
29	  -0.2420466104146627  0.4149489400315288  -0.43555812119505277  -0.3651943623598134  0.0740510679159435  0.45539482378594637  0.46680325497055364  -0.6482449658174075  -0.5315382103866177  0.4633080385326728  -0.08422319852208512  0.08778989224563853  -0.37760417253074574  0.09397334452295451  -0.028068532649456617  0.46446805447005  -0.42606148741120736  0.17459751319131256  0.6001248662162315  0.37187298433733584  -0.3218844706266969  0.1923585356446511  -0.020228139639357125  0.5955083683740852  -0.2761933256002552
30	  -0.21018917102701765  0.27774819451927113  -0.29822718115148567  -0.3000818752325541  -0.09786162628196644  0.18853204827049222  0.3349305164157154  -0.5166011343188126  -0.30229666864322763  0.4274750485007496  -0.07490341809423309  0.13164790583946048  -0.019475158172248444  -0.26252380855093743  -0.1199214216918615  0.17788755637212048  -0.18756664891483926  0.28669759334597433  0.4295636054899707  0.2596029895158762  -0.14214650888752683  0.10188851300737381  0.03347288812713989  0.5510384150214792  -0.1362616420611068
31	  -0.2219127217689212  0.27891320100457045  -0.295499442934126  -0.30418180022489616  -0.11009509250307838  0.17755911801220026  0.32169513745975137  -0.5129100613824371  -0.2972096075974207  0.4125728120239827  -0.07908455751490964  0.12448670888123466  -0.012347349108725482  -0.2733214818631898  -0.12454314280702508  0.16035718330740528  -0.16497654512976645  0.28491659997781954  0.42830511118245074  0.23273631151141524  -0.13634469476038044  0.10187910293671366  0.03345382250417966  0.5465136563863915  -0.14075054872487322
32	  -0.19632534087669606  0.3920794563519704  -0.43703328173858075  -0.3324187283933731  0.10204456030030724  0.47952437897198746  0.4684727548108268  -0.6413506523036285  -0.5025914422062131  0.47778050029988034  -0.055851251610413516  0.11251887547755263  -0.3965954660760368  0.04245552341466756  -0.003935197382804839  0.49483051190988997  -0.4555957194505173  0.1969813870465368  0.5585000285212329  0.44684694931661706  -0.3244044153374185  0.12692058220544059  -0.0414572279504231  0.5815877956623234  -0.2698086330768591
33	  -0.19694268258809458  0.38277393477249544  -0.3047504720873778  -0.09700784417786518  0.34333837542029383  0.4142917325888275  0.3031076266012911  -0.556331478950874  -0.3326113108207937  0.4886350691506663  0.021019944896906104  0.31887202832208034  -0.33291816018360204  0.2534724923359538  -0.267973007088375  0.4667987459995712  -0.44381422404578985  0.23145040866176136  0.384009521524631  0.4704349214990718  -0.37277396688909337  -0.024598442440550955  -0.2850378897849525  0.5302278093092562  -0.12883040783296051
34	  -0.07852471621525875  0.26869446959246396  -0.044812312480541  -0.27068489932274886  0.04935268690843435  0.12785265890863756  0.33841807413253017  -0.48414207948442944  -0.23064757886215173  0.39476803811222516  0.0014944788311983767  0.20056193894520197  -0.06577549969612205  -0.18782516292550888  -0.13459662935668862  0.14347339867375655  -0.22155478175613522  0.21330484716151007  0.42028621548898865  0.20410558675832782  -0.1892441777274062  -0.03768443277554678  0.0964125712739948  0.3906372618404903  -0.20134118491019176
35	  0.0528240254362242  0.3724051149548731  -0.23832795382139074  -0.10880851969474498  0.39880642975872344  0.47153066422312273  0.3847141805061398  -0.6058597025740267  -0.2449331983646806  0.33355848554912154  0.17077585444713697  0.2418707594411134  0.06907818392869568  0.2315138218537287  -0.0814438217825016  0.4903748591287076  -0.4698103573668508  0.21071407141065043  0.5821463840979653  0.38620595580558176  -0.22632292173236754  -0.03400046105715238  0.004930490294613468  0.43330341099673775  -0.27931516441780174
36	  0.09042883482083328  0.41301924533528434  -0.2363997599496125  -0.13109115833224377  0.4365674910818864  0.49514074778144695  0.38344771425797236  -0.6495443522041364  -0.23961204690419988  0.4492972980600308  0.2629591669079874  0.30079951488128626  0.03233414420787513  0.1878174183951865  -0.12707802929286371  0.5159365429973306  -0.5297562705531702  0.2325212123360278  0.6272213487216773  0.42175096823615504  -0.30051501380864587  -0.029472758517291423  -9.060150000140039E-4  0.4723549383932511  -0.3449429296274668
37	  0.009550786452215972  0.26388874527903455  -0.23349450144144715  -0.20185976160153396  0.03460421762243019  0.22630291389151652  0.38919821088356116  -0.5522932544766633  -0.2616943782669736  0.4557757171712793  0.1283890749127196  -0.14544266856204527  0.21034301982448486  -0.2687598995844965  -0.30663842620690235  0.04085699230150883  -0.34083373780823906  0.11130854247771023  0.5050202997041074  0.08127521549647841  0.09903267969360154  0.0020346359988068015  -0.18429880568570683  0.4551539856606692  -0.08764214482865028
38	  0.02353242582865238  0.005971792145621639  0.012437878722342189  0.011374686239472088  0.009298885901065434  0.053464936884854646  -0.01294834174964118  0.1390024595779372  -0.10636413151243794  -0.013545408730663787  -0.054755166733988614  -0.07694486144956005  0.032212961185624056  -0.008650114630413137  0.0241572965155022  0.009395578588336888  -0.045242727547003654  -0.039806297878339454  0.1129691079130333  -0.05847884964937065  -0.006004368064167789  -0.03593921337616373  -0.04306517888744821  0.07766462728084819  -0.015704555313424635
39	  -0.1815651528895303  0.26802457744316804  -0.33356303534833687  -0.3381932824725006  -0.12549098945787732  0.22299219697916967  0.4582771047565346  -0.5298050555966997  -0.42751203070542954  0.4573267056756115  -0.16794630724442375  0.0742953878208851  -0.07647872721780834  -0.29353071906505596  -0.0923363323162726  0.2535741322278324  -0.19826496222433757  0.3274894628258485  0.4638955636824267  0.21694175855725562  -0.07715182601848804  0.14034144906436236  0.014580133429851002  0.5694976310601386  -0.1935225202826204
40	  -0.2111617863602608  0.2997134429268287  -0.3288332820711263  -0.25377638947871395  -0.07626363803079929  0.264506194483528  0.40397913569734867  -0.49739487964350215  -0.3696330252827178  0.37282780848784025  -0.11095925141314156  0.11327105487950062  -0.17017208586001492  -0.2396532323475119  0.026766664168475337  0.23849430787086728  -0.247536127924744  0.3127542621600863  0.4392993454343564  0.23576722352737267  -0.11389253821049732  0.14485173401479343  -0.09425388171711019  0.5077966449473426  -0.23238310129140138
41	  -0.0942685801264347  0.1337332560795306  -0.03293696267672374  0.11532681704987961  -0.03198427174280853  0.056390075339334995  -0.01682579475811225  -0.15001730144859107  -0.03983143142012966  0.1465690027911518  -0.001430740022537804  -0.14493506813778947  0.04077941922818913  -0.39629497491520893  0.010976690734649628  0.07423189011098681  0.0042087368111398  0.11208185046928826  -0.34160230478925635  0.0964866305067524  0.12424480856451639  0.06416350981977531  -0.15301548223124392  0.1409825632438413  0.041712963874170186
42	  -0.12920118565768335  0.07089519836913134  -0.1740611672310685  -0.1924985174997662  -0.07809595293824594  0.1613698732006129  0.39994329787836974  -0.3959249165423483  -0.2850009092753177  0.22724219663276718  -0.15231343111476953  -0.17038180880558382  0.03524485623373246  -0.337597884616912  0.04685125891452348  0.04895192070790202  -0.21027267558714108  0.26355838576007323  0.28904119653385757  0.16147244015404155  0.14724923515309887  0.053128275285170126  0.019440416165091987  0.44108742560533803  -0.008093127941546032
43	  -0.19105425376718008  0.25472570464063204  -0.33721445511589837  -0.3304862771350587  -0.12750181807584138  0.22056460886204732  0.45050980193895246  -0.526824689032211  -0.41844845953217563  0.4348465377530377  -0.15558340278821509  0.050579457929552846  -0.08271295935004194  -0.2973083153109922  -0.05430728067178465  0.2427988299840423  -0.2026648235784581  0.32016697666819616  0.44343226417335885  0.19765748067494965  -0.1062827877490606  0.13245251296134358  0.016071521919745382  0.5633791831821179  -0.19628878467890915
44	  -0.20625750184657218  0.2926217899439491  -0.3581125911210132  -0.3411506546754164  -0.094668774869216  0.2690888451464012  0.46001279489657804  -0.5565524552414152  -0.4372400774784749  0.4486885481074933  -0.1460783115413193  0.06779652473888419  -0.13549072073379884  -0.2641155490173838  -0.043548223527674026  0.27844544277510835  -0.21871072064988703  0.3007473776203847  0.4801813419988582  0.24664934645975753  -0.1402335818146538  0.13985587367834176  0.01167056880793244  0.5786881397378727  -0.2068422087101391
45	  -0.21183864885632078  0.293935187760199  -0.36094454272368076  -0.3392843185822413  -0.07457560641253738  0.28541251920890226  0.4921644744819528  -0.5702569942019945  -0.45620486715966196  0.48694887294379147  -0.14434861165727078  0.025260646601137762  -0.12453106281007682  -0.2589230630968194  -0.04577510027303541  0.31200049466519875  -0.2693418782730906  0.27697622128944205  0.5073015021256506  0.2633702073428154  -0.11525672391405938  0.13356327306808605  0.026118941429305848  0.5906668256439347  -0.20838506002195162
46	  0.10385138533709093  -0.09461565597387936  -0.12886878249236652  -0.051110851367696275  -0.06007345921665867  -0.08213373352490708  0.0585155769056823  -0.1760303138603226  0.2168901603837906  0.04242056528466592  0.03946403543776978  -0.322791996264227  0.3689831006623964  -0.3470908818914883  -0.03996676106649761  -0.3278389327486854  0.10003967868674432  0.3031673693700313  -0.057382964938891445  -0.15705099341482112  0.27307804930225615  -0.04318045160260032  -0.18782365573782867  0.025804645159091713  0.1384765312139862
47	  -0.08565729925525668  0.21330048600302312  -0.0336642001285656  -0.2400542217194319  0.014820848922656414  0.0645937929911882  0.2009478099846716  -0.38908654333590026  -0.16820633359153236  0.3253085662659031  -0.03486227778954689  0.1608955159952409  0.04670470677755737  -0.21460932962423213  -0.12492958937756322  0.13155677506777969  -0.0948654046125315  0.22295057125693077  0.309498526376424  0.07858199546740294  -0.1670437956518566  -0.027087073711819336  0.09456437954480124  0.32697046776530747  -0.1834997630760931
48	  -0.1632317279724066  0.2991798985299923  -0.34317478055899847  -0.32638232951844187  -0.029953975707037315  0.32137646439315815  0.49461830643998933  -0.5586071779596896  -0.4539921166485447  0.4864602732591079  -0.13378530291733992  0.06365838837970429  -0.1899272616948816  -0.24284301803077515  -0.021549158681825626  0.32199820223892356  -0.29630912129834475  0.32322885596227063  0.47901880231140465  0.34195027499992686  -0.10462059287670036  0.1231570671568485  -0.015023689497720117  0.5875823710217308  -0.18713769236075453
49	  -0.05732716487510413  0.49664620429497214  -0.2243230664015435  -0.35879686643884123  0.23032853493971991  0.4960281880963933  0.39463421323503534  -0.5763996989985394  -0.5356395657979695  0.5596253341823867  0.3053820747987759  0.3132267081222328  -0.07255547638900194  0.1285753591777303  -0.3798022147617357  0.2794013280732193  -0.38244696267686246  0.11170458524841818  0.6168500682542017  0.47813517654908694  -0.339688467930822  0.05087348884154761  -0.23885254842735865  0.5333594577360085  -0.4192007064765137
50	  -0.1477608633308651  0.17450794788256047  -0.28554634729150336  -0.2507428537078246  -0.134581485467601  0.15612303597117186  0.33000706411531033  -0.38681688649121637  -0.329099047369422  0.2308409461287496  -0.14004051673576381  0.031199550081827246  -0.05711287509779212  -0.32193294199561134  -0.022971215043905455  0.11268106760658297  -0.028443732102577578  0.32722337319167144  0.31729908594618167  0.15039787678226377  -0.05661196611370805  0.09258013012700615  -0.04079730795031118  0.4480796168922422  -0.16466197651258052
51	  0.021707609588606246  0.24231353848021844  -0.02628471940609294  -0.07373286156232643  0.15945643310983104  0.1825777104127795  0.1762083076486295  -0.33891308572070833  -0.19081639916520823  0.2791817859912172  0.012629598557147813  0.22161539205718428  -0.013644732566002462  -0.15506270475238024  -0.0632507389104657  0.1564967638895578  -0.09816778808021383  0.13744918566491415  0.15816575741056463  0.12367938643530688  -0.21901741671370786  -0.035028500105004974  -0.004600142450194123  0.26806915841125944  -0.19792022714724328
52	  -0.26931001199559224  0.2739967039171293  -0.34072658090110985  -0.2936154396511414  -0.1531106611347849  0.1424345504028437  0.4731007387158752  -0.48486791439611904  -0.43180042575194433  0.4365231165618373  -0.1789545578616006  -0.02569187174889334  0.0316740942725619  -0.32610154818676507  -0.08700419611925023  0.18885388655810756  -0.2141958100265746  0.3102488562825983  0.5021249510802729  0.033099425800075175  -0.037228537799184745  0.15261450317595587  -0.011559392991572172  0.5631508088429292  -0.22974725129891296
53	  -0.07763857572279757  0.058132240090313474  -0.01899957140803402  0.13933989392565638  -0.11615909612020597  -0.001994412916823157  -0.015852282384759473  -0.07722838571023265  -0.032209795357557476  0.05824841954933871  -0.076616520489021  -0.14493138417453985  0.10299422702018358  -0.45168445787933326  0.07653208232182473  -0.005627022645915309  0.0610496266424905  0.1890099170111084  -0.4091387009315987  -0.08636691315040915  0.18653516531255193  0.028574406415553293  -0.07008714652959791  0.10997005431616515  0.03376343359004754
54	  -0.026790438899130218  -0.03322891878540648  0.014943189172910615  0.005990013375695828  -0.00424297776610097  0.03773308128399994  -0.053097690153986535  0.04139564504473667  0.03902655718595542  0.03741669482645412  -0.0012569877017287374  -0.0025598087249403497  0.0412158637516402  -0.030986823407136262  -0.002292799065745887  0.023725525364142807  -0.01516052305010196  0.039937614781294914  0.014762935698307044  -0.010820968345647069  0.0349899294625863  0.08337175254075513  0.021295629043601955  -0.020130209076885404  -0.04891870887986626
55	  -0.13118072613465187  0.1224958725485255  -0.2626040354477343  -0.2357605584372121  -0.11440128085808575  0.20049021591706426  0.47728980664118215  -0.44984836904180614  -0.39672879700567604  0.4432262098864172  -0.13328612700591125  -0.1192527944842018  -0.011601265917573373  -0.32478848118924  0.01061892807639298  0.24902594221673158  -0.26784486382264716  0.24421785847637  0.3962108260767703  0.2017744587349439  0.0572815767882922  0.10481663248341924  0.03476937990484082  0.5190580028944589  -0.16329432014611422
56	  0.007214287448487868  -0.03909635397368108  -0.1306621712544289  -0.05956281212028644  -0.03794843503946752  0.11780566496438293  0.26706733545642136  -0.25304489285861825  -0.1545617045593046  0.10222256547072614  -0.06850731321915518  -0.12260006725666317  0.0036970647694915047  -0.3227371446991842  0.1570048060522503  0.023847165805238695  -0.08030806437085194  0.2556804749620654  -0.0022300124110245126  0.24592409589138287  0.14303125561755753  0.031147635154760215  -0.0021589534995583317  0.25338838897285915  0.021558260124722336
57	  -0.03775236454968246  0.07983221034225363  -0.22147651070179575  -0.1605043287123012  -0.042128198503863346  0.20347706450199654  0.37258159630108856  -0.4247931267827922  -0.25274844799450885  0.29641433766879405  -0.08843594196002279  -0.08000975862326125  0.0090104882989399  -0.3011497999417469  0.07257158911957999  0.1507635409431042  -0.2546502115208068  0.24359760133690725  0.1689960077069926  0.2838699316401744  0.10846972149740884  0.05458833449721822  0.03341946279269676  0.41870549736906615  -0.03448633088302336
58	  -0.21081258071869163  0.23072703023721944  -0.28136320360311434  -0.29484034759990896  -0.10294460938626612  0.18387065623671098  0.30758850865657505  -0.4865547608384543  -0.2861857968645343  0.4236654740174446  -0.0676930277691018  0.1456919816285588  0.038232836268138295  -0.2698037061806509  -0.14406817875636518  0.21579839384872457  -0.21924175516182123  0.30090021032575226  0.4019027951971744  0.2657295342075567  -0.10984769514038166  0.07575456424180325  0.03372597362171479  0.5277987451998236  -0.15245709281905515
